date,base_currency,target_currency,rate,_fivetran_synced
2025-07-10,GBP,CAD,1.7271,2025-07-10T17:57:00Z
2025-07-10,GBP,AUD,1.9217,2025-07-10T19:23:00Z
2025-07-11,GBP,USD,1.282,2025-07-11T22:51:00Z
2025-07-11,GBP,EUR,1.1891,2025-07-11T02:12:00Z
2025-07-11,GBP,CAD,1.7357,2025-07-11T14:05:00Z
2025-07-11,GBP,AUD,1.9132,2025-07-11T05:18:00Z
2025-07-12,GBP,USD,1.2883,2025-07-12T02:06:00Z
2025-07-12,GBP,EUR,1.1566,2025-07-12T03:44:00Z
2025-07-12,GBP,CAD,1.7059,2025-07-12T04:55:00Z
2025-07-12,GBP,AUD,1.9182,2025-07-12T20:01:00Z
2025-07-13,GBP,USD,1.2617,2025-07-13T21:34:00Z
2025-07-13,GBP,EUR,1.1873,2025-07-13T15:22:00Z
2025-07-13,GBP,CAD,1.7168,2025-07-13T23:41:00Z
2025-07-13,GBP,AUD,1.9109,2025-07-13T06:04:00Z
2025-07-14,GBP,USD,1.2509,2025-07-14T07:53:00Z
2025-07-14,GBP,EUR,1.1879,2025-07-14T20:21:00Z
2025-07-14,GBP,CAD,1.7165,2025-07-14T10:41:00Z
2025-07-14,GBP,AUD,1.9358,2025-07-14T10:31:00Z
2025-07-15,GBP,USD,1.2737,2025-07-15T22:33:00Z
2025-07-15,GBP,EUR,1.1837,2025-07-15T14:29:00Z
2025-07-15,GBP,CAD,1.7122,2025-07-15T04:57:00Z
2025-07-15,GBP,AUD,1.9416,2025-07-15T05:50:00Z
2025-07-16,GBP,USD,1.2604,2025-07-16T15:23:00Z
2025-07-16,GBP,EUR,1.1888,2025-07-16T01:09:00Z
2025-07-16,GBP,CAD,1.7141,2025-07-16T14:10:00Z
2025-07-16,GBP,AUD,1.9347,2025-07-16T05:45:00Z
2025-07-17,GBP,USD,1.2714,2025-07-17T05:11:00Z
2025-07-17,GBP,EUR,1.1836,2025-07-17T22:57:00Z
2025-07-17,GBP,CAD,1.7267,2025-07-17T04:10:00Z
2025-07-17,GBP,AUD,1.9195,2025-07-17T01:20:00Z
2025-07-18,GBP,USD,1.273,2025-07-18T14:16:00Z
2025-07-18,GBP,EUR,1.1648,2025-07-18T06:35:00Z
2025-07-18,GBP,CAD,1.7283,2025-07-18T21:20:00Z
2025-07-18,GBP,AUD,1.9491,2025-07-18T04:23:00Z
2025-07-19,GBP,USD,1.2679,2025-07-19T05:34:00Z
2025-07-19,GBP,EUR,1.1621,2025-07-19T00:25:00Z
2025-07-19,GBP,CAD,1.7372,2025-07-19T04:29:00Z
2025-07-19,GBP,AUD,1.9471,2025-07-19T04:00:00Z
2025-07-20,GBP,USD,1.2888,2025-07-20T17:32:00Z
2025-07-20,GBP,EUR,1.1633,2025-07-20T22:18:00Z
2025-07-20,GBP,CAD,1.719,2025-07-20T09:48:00Z
2025-07-20,GBP,AUD,1.9492,2025-07-20T18:42:00Z
2025-07-21,GBP,USD,1.2559,2025-07-21T18:46:00Z
2025-07-21,GBP,EUR,1.1863,2025-07-21T14:21:00Z
2025-07-21,GBP,CAD,1.7276,2025-07-21T23:30:00Z
2025-07-21,GBP,AUD,1.946,2025-07-21T04:43:00Z
2025-07-22,GBP,USD,1.272,2025-07-22T09:01:00Z
2025-07-22,GBP,EUR,1.1661,2025-07-22T07:28:00Z
2025-07-22,GBP,CAD,1.7143,2025-07-22T10:03:00Z
2025-07-22,GBP,AUD,1.9343,2025-07-22T06:37:00Z
2025-07-23,GBP,USD,1.2711,2025-07-23T08:12:00Z
2025-07-23,GBP,EUR,1.1509,2025-07-23T17:54:00Z
2025-07-23,GBP,CAD,1.7178,2025-07-23T21:05:00Z
2025-07-23,GBP,AUD,1.949,2025-07-23T12:12:00Z
2025-07-24,GBP,USD,1.2696,2025-07-24T19:38:00Z
2025-07-24,GBP,EUR,1.1705,2025-07-24T01:58:00Z
2025-07-24,GBP,CAD,1.7267,2025-07-24T12:09:00Z
2025-07-24,GBP,AUD,1.9386,2025-07-24T13:23:00Z
2025-07-25,GBP,USD,1.2654,2025-07-25T00:18:00Z
2025-07-25,GBP,EUR,1.1638,2025-07-25T09:28:00Z
2025-07-25,GBP,CAD,1.735,2025-07-25T02:13:00Z
2025-07-25,GBP,AUD,1.9391,2025-07-25T14:47:00Z
2025-07-26,GBP,USD,1.2897,2025-07-26T14:18:00Z
2025-07-26,GBP,EUR,1.1566,2025-07-26T23:57:00Z
2025-07-26,GBP,CAD,1.717,2025-07-26T13:08:00Z
2025-07-26,GBP,AUD,1.9434,2025-07-26T19:05:00Z
2025-07-27,GBP,USD,1.2557,2025-07-27T09:30:00Z
2025-07-27,GBP,EUR,1.1895,2025-07-27T16:21:00Z
2025-07-27,GBP,CAD,1.7026,2025-07-27T18:48:00Z
2025-07-27,GBP,AUD,1.925,2025-07-27T00:26:00Z
2025-07-28,GBP,USD,1.2756,2025-07-28T08:26:00Z
2025-07-28,GBP,EUR,1.157,2025-07-28T14:45:00Z
2025-07-28,GBP,CAD,1.7227,2025-07-28T04:12:00Z
2025-07-28,GBP,AUD,1.9174,2025-07-28T12:18:00Z
2025-07-29,GBP,USD,1.2722,2025-07-29T01:52:00Z
2025-07-29,GBP,EUR,1.183,2025-07-29T18:19:00Z
2025-07-29,GBP,CAD,1.7198,2025-07-29T23:29:00Z
2025-07-29,GBP,AUD,1.919,2025-07-29T00:09:00Z
2025-07-30,GBP,USD,1.2605,2025-07-30T20:53:00Z
2025-07-30,GBP,EUR,1.1755,2025-07-30T03:41:00Z
2025-07-30,GBP,CAD,1.7266,2025-07-30T09:26:00Z
2025-07-30,GBP,AUD,1.9172,2025-07-30T22:41:00Z
2025-07-31,GBP,USD,1.2598,2025-07-31T03:48:00Z
2025-07-31,GBP,EUR,1.1611,2025-07-31T02:38:00Z
2025-07-31,GBP,CAD,1.7298,2025-07-31T18:30:00Z
2025-07-31,GBP,AUD,1.9326,2025-07-31T08:40:00Z
2025-08-01,GBP,USD,1.2774,2025-08-01T22:52:00Z
2025-08-01,GBP,EUR,1.1548,2025-08-01T16:46:00Z
2025-08-01,GBP,CAD,1.723,2025-08-01T08:10:00Z
2025-08-01,GBP,AUD,1.9333,2025-08-01T04:20:00Z
2025-08-02,GBP,USD,1.2684,2025-08-02T22:08:00Z
2025-08-02,GBP,EUR,1.1643,2025-08-02T01:17:00Z
2025-08-02,GBP,CAD,1.7144,2025-08-02T20:58:00Z
2025-08-02,GBP,AUD,1.9482,2025-08-02T01:18:00Z
2025-08-03,GBP,USD,1.2617,2025-08-03T20:59:00Z
2025-08-03,GBP,EUR,1.1531,2025-08-03T06:49:00Z
2025-08-03,GBP,CAD,1.7251,2025-08-03T03:38:00Z
2025-08-03,GBP,AUD,1.9401,2025-08-03T17:20:00Z
2025-08-04,GBP,USD,1.2849,2025-08-04T21:51:00Z
2025-08-04,GBP,EUR,1.162,2025-08-04T21:44:00Z
2025-08-04,GBP,CAD,1.7275,2025-08-04T03:34:00Z
2025-08-04,GBP,AUD,1.9332,2025-08-04T04:00:00Z
2025-08-05,GBP,USD,1.2555,2025-08-05T09:23:00Z
2025-08-05,GBP,EUR,1.1812,2025-08-05T13:21:00Z
2025-08-05,GBP,CAD,1.7368,2025-08-05T05:06:00Z
2025-08-05,GBP,AUD,1.9187,2025-08-05T16:14:00Z
2025-08-06,GBP,USD,1.2833,2025-08-06T17:39:00Z
2025-08-06,GBP,EUR,1.1776,2025-08-06T16:54:00Z
2025-08-06,GBP,CAD,1.7213,2025-08-06T17:44:00Z
2025-08-06,GBP,AUD,1.9403,2025-08-06T03:26:00Z
2025-08-07,GBP,USD,1.2684,2025-08-07T02:07:00Z
2025-08-07,GBP,EUR,1.1828,2025-08-07T00:30:00Z
2025-08-07,GBP,CAD,1.7139,2025-08-07T22:23:00Z
2025-08-07,GBP,AUD,1.9156,2025-08-07T14:56:00Z
2025-08-08,GBP,USD,1.2895,2025-08-08T16:48:00Z
2025-08-08,GBP,EUR,1.1888,2025-08-08T05:45:00Z
2025-08-08,GBP,CAD,1.7122,2025-08-08T23:52:00Z
2025-08-08,GBP,AUD,1.9147,2025-08-08T04:54:00Z
2025-08-09,GBP,USD,1.2778,2025-08-09T22:14:00Z
2025-08-09,GBP,EUR,1.1623,2025-08-09T06:08:00Z
2025-08-09,GBP,CAD,1.7392,2025-08-09T13:44:00Z
2025-08-09,GBP,AUD,1.9405,2025-08-09T03:04:00Z
2025-08-10,GBP,USD,1.2508,2025-08-10T15:48:00Z
2025-08-10,GBP,EUR,1.1672,2025-08-10T06:06:00Z
2025-08-10,GBP,CAD,1.7013,2025-08-10T21:32:00Z
2025-08-10,GBP,AUD,1.9337,2025-08-10T15:07:00Z
2025-08-11,GBP,USD,1.2863,2025-08-11T01:04:00Z
2025-08-11,GBP,EUR,1.1621,2025-08-11T00:48:00Z
2025-08-11,GBP,CAD,1.7039,2025-08-11T03:58:00Z
2025-08-11,GBP,AUD,1.9341,2025-08-11T18:57:00Z
2025-08-12,GBP,USD,1.258,2025-08-12T21:22:00Z
2025-08-12,GBP,EUR,1.1512,2025-08-12T04:54:00Z
2025-08-12,GBP,CAD,1.7298,2025-08-12T08:37:00Z
2025-08-12,GBP,AUD,1.9239,2025-08-12T05:54:00Z
2025-08-13,GBP,USD,1.27,2025-08-13T23:39:00Z
2025-08-13,GBP,EUR,1.1597,2025-08-13T18:04:00Z
2025-08-13,GBP,CAD,1.704,2025-08-13T18:48:00Z
2025-08-13,GBP,AUD,1.9106,2025-08-13T06:45:00Z
2025-08-14,GBP,USD,1.2577,2025-08-14T09:10:00Z
2025-08-14,GBP,EUR,1.1861,2025-08-14T17:00:00Z
2025-08-14,GBP,CAD,1.7389,2025-08-14T03:59:00Z
2025-08-14,GBP,AUD,1.9186,2025-08-14T16:54:00Z
2025-08-15,GBP,USD,1.2783,2025-08-15T11:44:00Z
2025-08-15,GBP,EUR,1.1736,2025-08-15T14:43:00Z
2025-08-15,GBP,CAD,1.7383,2025-08-15T05:53:00Z
2025-08-15,GBP,AUD,1.9242,2025-08-15T12:27:00Z
2025-08-16,GBP,USD,1.2586,2025-08-16T07:26:00Z
2025-08-16,GBP,EUR,1.1545,2025-08-16T10:07:00Z
2025-08-16,GBP,CAD,1.7186,2025-08-16T16:08:00Z
2025-08-16,GBP,AUD,1.9298,2025-08-16T11:45:00Z
2025-08-17,GBP,USD,1.2615,2025-08-17T23:02:00Z
2025-08-17,GBP,EUR,1.1533,2025-08-17T15:07:00Z
2025-08-17,GBP,CAD,1.7154,2025-08-17T14:38:00Z
2025-08-17,GBP,AUD,1.9394,2025-08-17T21:53:00Z
2025-08-18,GBP,USD,1.2678,2025-08-18T17:26:00Z
2025-08-18,GBP,EUR,1.1616,2025-08-18T13:12:00Z
2025-08-18,GBP,CAD,1.7343,2025-08-18T15:43:00Z
2025-08-18,GBP,AUD,1.9247,2025-08-18T00:43:00Z
2025-08-19,GBP,USD,1.2697,2025-08-19T03:25:00Z
2025-08-19,GBP,EUR,1.1675,2025-08-19T21:43:00Z
2025-08-19,GBP,CAD,1.7034,2025-08-19T04:25:00Z
2025-08-19,GBP,AUD,1.926,2025-08-19T18:06:00Z
2025-08-20,GBP,USD,1.2797,2025-08-20T05:04:00Z
2025-08-20,GBP,EUR,1.1645,2025-08-20T06:21:00Z
2025-08-20,GBP,CAD,1.708,2025-08-20T12:07:00Z
2025-08-20,GBP,AUD,1.9193,2025-08-20T13:46:00Z
2025-08-21,GBP,USD,1.27,2025-08-21T22:49:00Z
2025-08-21,GBP,EUR,1.1733,2025-08-21T08:48:00Z
2025-08-21,GBP,CAD,1.7316,2025-08-21T20:25:00Z
2025-08-21,GBP,AUD,1.9242,2025-08-21T21:38:00Z
2025-08-22,GBP,USD,1.288,2025-08-22T15:32:00Z
2025-08-22,GBP,EUR,1.1612,2025-08-22T14:06:00Z
2025-08-22,GBP,CAD,1.7049,2025-08-22T15:31:00Z
2025-08-22,GBP,AUD,1.9192,2025-08-22T04:01:00Z
2025-08-23,GBP,USD,1.254,2025-08-23T01:53:00Z
2025-08-23,GBP,EUR,1.1527,2025-08-23T21:01:00Z
2025-08-23,GBP,CAD,1.7389,2025-08-23T12:38:00Z
2025-08-23,GBP,AUD,1.9372,2025-08-23T04:19:00Z
2025-08-24,GBP,USD,1.2749,2025-08-24T03:48:00Z
2025-08-24,GBP,EUR,1.1531,2025-08-24T16:49:00Z
2025-08-24,GBP,CAD,1.7197,2025-08-24T14:12:00Z
2025-08-24,GBP,AUD,1.9217,2025-08-24T15:31:00Z
2025-08-25,GBP,USD,1.2702,2025-08-25T17:21:00Z
2025-08-25,GBP,EUR,1.1824,2025-08-25T17:34:00Z
2025-08-25,GBP,CAD,1.7007,2025-08-25T01:27:00Z
2025-08-25,GBP,AUD,1.9452,2025-08-25T03:24:00Z
2025-08-26,GBP,USD,1.268,2025-08-26T12:28:00Z
2025-08-26,GBP,EUR,1.1684,2025-08-26T01:11:00Z
2025-08-26,GBP,CAD,1.7223,2025-08-26T09:56:00Z
2025-08-26,GBP,AUD,1.9382,2025-08-26T15:27:00Z
2025-08-27,GBP,USD,1.2554,2025-08-27T22:24:00Z
2025-08-27,GBP,EUR,1.1695,2025-08-27T03:36:00Z
2025-08-27,GBP,CAD,1.727,2025-08-27T21:35:00Z
2025-08-27,GBP,AUD,1.9374,2025-08-27T18:30:00Z
2025-08-28,GBP,USD,1.269,2025-08-28T05:32:00Z
2025-08-28,GBP,EUR,1.1522,2025-08-28T08:31:00Z
2025-08-28,GBP,CAD,1.7236,2025-08-28T12:39:00Z
2025-08-28,GBP,AUD,1.9371,2025-08-28T09:20:00Z
2025-08-29,GBP,USD,1.2525,2025-08-29T18:02:00Z
2025-08-29,GBP,EUR,1.1551,2025-08-29T11:22:00Z
2025-08-29,GBP,CAD,1.7324,2025-08-29T18:01:00Z
2025-08-29,GBP,AUD,1.9406,2025-08-29T20:21:00Z
2025-08-30,GBP,USD,1.2652,2025-08-30T13:22:00Z
2025-08-30,GBP,EUR,1.1897,2025-08-30T13:22:00Z
2025-08-30,GBP,CAD,1.7023,2025-08-30T07:15:00Z
2025-08-30,GBP,AUD,1.9194,2025-08-30T09:37:00Z
2025-08-31,GBP,USD,1.2534,2025-08-31T22:04:00Z
2025-08-31,GBP,EUR,1.1848,2025-08-31T03:21:00Z
2025-08-31,GBP,CAD,1.7068,2025-08-31T17:20:00Z
2025-08-31,GBP,AUD,1.9115,2025-08-31T21:55:00Z
2025-09-01,GBP,USD,1.2669,2025-09-01T16:57:00Z
2025-09-01,GBP,EUR,1.1668,2025-09-01T00:44:00Z
2025-09-01,GBP,CAD,1.7188,2025-09-01T00:20:00Z
2025-09-01,GBP,AUD,1.9251,2025-09-01T12:20:00Z
2025-09-02,GBP,USD,1.2729,2025-09-02T15:06:00Z
2025-09-02,GBP,EUR,1.1776,2025-09-02T06:21:00Z
2025-09-02,GBP,CAD,1.7199,2025-09-02T21:21:00Z
2025-09-02,GBP,AUD,1.9167,2025-09-02T09:23:00Z
2025-09-03,GBP,USD,1.2888,2025-09-03T06:31:00Z
2025-09-03,GBP,EUR,1.1754,2025-09-03T02:53:00Z
2025-09-03,GBP,CAD,1.734,2025-09-03T06:18:00Z
2025-09-03,GBP,AUD,1.9206,2025-09-03T09:36:00Z
2025-09-04,GBP,USD,1.2661,2025-09-04T07:39:00Z
2025-09-04,GBP,EUR,1.1797,2025-09-04T02:45:00Z
2025-09-04,GBP,CAD,1.7338,2025-09-04T03:37:00Z
2025-09-04,GBP,AUD,1.9235,2025-09-04T02:36:00Z
2025-09-05,GBP,USD,1.282,2025-09-05T15:27:00Z
2025-09-05,GBP,EUR,1.1584,2025-09-05T02:41:00Z
2025-09-05,GBP,CAD,1.7329,2025-09-05T16:51:00Z
2025-09-05,GBP,AUD,1.922,2025-09-05T21:34:00Z
2025-09-06,GBP,USD,1.2625,2025-09-06T13:25:00Z
2025-09-06,GBP,EUR,1.1601,2025-09-06T16:29:00Z
2025-09-06,GBP,CAD,1.7269,2025-09-06T17:11:00Z
2025-09-06,GBP,AUD,1.9452,2025-09-06T20:45:00Z
2025-09-07,GBP,USD,1.2706,2025-09-07T05:36:00Z
2025-09-07,GBP,EUR,1.17,2025-09-07T21:52:00Z
2025-09-07,GBP,CAD,1.7297,2025-09-07T14:17:00Z
2025-09-07,GBP,AUD,1.9475,2025-09-07T17:51:00Z
2025-09-08,GBP,USD,1.2746,2025-09-08T13:59:00Z
2025-09-08,GBP,EUR,1.1726,2025-09-08T20:03:00Z
2025-09-08,GBP,CAD,1.7209,2025-09-08T11:29:00Z
2025-09-08,GBP,AUD,1.9159,2025-09-08T04:47:00Z
2025-09-09,GBP,USD,1.2774,2025-09-09T09:54:00Z
2025-09-09,GBP,EUR,1.1674,2025-09-09T10:55:00Z
2025-09-09,GBP,CAD,1.7332,2025-09-09T02:40:00Z
2025-09-09,GBP,AUD,1.9181,2025-09-09T13:17:00Z
2025-09-10,GBP,USD,1.2829,2025-09-10T20:10:00Z
2025-09-10,GBP,EUR,1.1603,2025-09-10T19:15:00Z
2025-09-10,GBP,CAD,1.7162,2025-09-10T03:09:00Z
2025-09-10,GBP,AUD,1.9177,2025-09-10T07:51:00Z
2025-09-11,GBP,USD,1.2831,2025-09-11T14:31:00Z
2025-09-11,GBP,EUR,1.1724,2025-09-11T13:27:00Z
2025-09-11,GBP,CAD,1.7259,2025-09-11T01:12:00Z
2025-09-11,GBP,AUD,1.9164,2025-09-11T04:01:00Z
2025-09-12,GBP,USD,1.2603,2025-09-12T08:42:00Z
2025-09-12,GBP,EUR,1.172,2025-09-12T20:54:00Z
2025-09-12,GBP,CAD,1.7017,2025-09-12T23:31:00Z
2025-09-12,GBP,AUD,1.9413,2025-09-12T01:55:00Z
2025-09-13,GBP,USD,1.2859,2025-09-13T10:38:00Z
2025-09-13,GBP,EUR,1.1619,2025-09-13T02:57:00Z
2025-09-13,GBP,CAD,1.7382,2025-09-13T11:42:00Z
2025-09-13,GBP,AUD,1.9363,2025-09-13T02:25:00Z
2025-09-14,GBP,USD,1.2877,2025-09-14T23:53:00Z
2025-09-14,GBP,EUR,1.1556,2025-09-14T03:36:00Z
2025-09-14,GBP,CAD,1.7294,2025-09-14T03:33:00Z
2025-09-14,GBP,AUD,1.9366,2025-09-14T18:49:00Z
2025-09-15,GBP,USD,1.2873,2025-09-15T08:31:00Z
2025-09-15,GBP,EUR,1.1854,2025-09-15T07:38:00Z
2025-09-15,GBP,CAD,1.7049,2025-09-15T10:21:00Z
2025-09-15,GBP,AUD,1.9433,2025-09-15T23:24:00Z
2025-09-16,GBP,USD,1.2822,2025-09-16T23:15:00Z
2025-09-16,GBP,EUR,1.1874,2025-09-16T06:09:00Z
2025-09-16,GBP,CAD,1.7043,2025-09-16T06:17:00Z
2025-09-16,GBP,AUD,1.9276,2025-09-16T08:55:00Z
2025-09-17,GBP,USD,1.2736,2025-09-17T15:34:00Z
2025-09-17,GBP,EUR,1.165,2025-09-17T03:20:00Z
2025-09-17,GBP,CAD,1.7218,2025-09-17T15:43:00Z
2025-09-17,GBP,AUD,1.9199,2025-09-17T08:56:00Z
2025-09-18,GBP,USD,1.2814,2025-09-18T04:23:00Z
2025-09-18,GBP,EUR,1.169,2025-09-18T11:52:00Z
2025-09-18,GBP,CAD,1.7123,2025-09-18T20:57:00Z
2025-09-18,GBP,AUD,1.9342,2025-09-18T23:42:00Z
2025-09-19,GBP,USD,1.282,2025-09-19T01:44:00Z
2025-09-19,GBP,EUR,1.1867,2025-09-19T21:15:00Z
2025-09-19,GBP,CAD,1.7101,2025-09-19T12:19:00Z
2025-09-19,GBP,AUD,1.9356,2025-09-19T22:23:00Z
2025-09-20,GBP,USD,1.2861,2025-09-20T21:07:00Z
2025-09-20,GBP,EUR,1.1714,2025-09-20T07:54:00Z
2025-09-20,GBP,CAD,1.7177,2025-09-20T00:58:00Z
2025-09-20,GBP,AUD,1.9484,2025-09-20T08:19:00Z
2025-09-21,GBP,USD,1.2536,2025-09-21T07:19:00Z
2025-09-21,GBP,EUR,1.1584,2025-09-21T05:58:00Z
2025-09-21,GBP,CAD,1.7176,2025-09-21T10:56:00Z
2025-09-21,GBP,AUD,1.9425,2025-09-21T20:26:00Z
2025-09-22,GBP,USD,1.2816,2025-09-22T08:55:00Z
2025-09-22,GBP,EUR,1.1532,2025-09-22T15:30:00Z
2025-09-22,GBP,CAD,1.7295,2025-09-22T10:45:00Z
2025-09-22,GBP,AUD,1.9269,2025-09-22T03:52:00Z
2025-09-23,GBP,USD,1.2564,2025-09-23T08:32:00Z
2025-09-23,GBP,EUR,1.1527,2025-09-23T13:38:00Z
2025-09-23,GBP,CAD,1.7292,2025-09-23T17:47:00Z
2025-09-23,GBP,AUD,1.9231,2025-09-23T22:01:00Z
2025-09-24,GBP,USD,1.2805,2025-09-24T20:41:00Z
2025-09-24,GBP,EUR,1.1573,2025-09-24T14:50:00Z
2025-09-24,GBP,CAD,1.7256,2025-09-24T00:25:00Z
2025-09-24,GBP,AUD,1.918,2025-09-24T09:20:00Z
2025-09-25,GBP,USD,1.273,2025-09-25T03:10:00Z
2025-09-25,GBP,EUR,1.16,2025-09-25T22:49:00Z
2025-09-25,GBP,CAD,1.7332,2025-09-25T04:54:00Z
2025-09-25,GBP,AUD,1.9338,2025-09-25T13:50:00Z
2025-09-26,GBP,USD,1.2876,2025-09-26T14:30:00Z
2025-09-26,GBP,EUR,1.1849,2025-09-26T04:16:00Z
2025-09-26,GBP,CAD,1.7069,2025-09-26T18:52:00Z
2025-09-26,GBP,AUD,1.9231,2025-09-26T09:12:00Z
2025-09-27,GBP,USD,1.2534,2025-09-27T11:11:00Z
2025-09-27,GBP,EUR,1.1657,2025-09-27T12:53:00Z
2025-09-27,GBP,CAD,1.7354,2025-09-27T07:01:00Z
2025-09-27,GBP,AUD,1.9479,2025-09-27T17:41:00Z
2025-09-28,GBP,USD,1.2745,2025-09-28T07:58:00Z
2025-09-28,GBP,EUR,1.1536,2025-09-28T14:12:00Z
2025-09-28,GBP,CAD,1.7105,2025-09-28T05:03:00Z
2025-09-28,GBP,AUD,1.926,2025-09-28T13:38:00Z
2025-09-29,GBP,USD,1.2604,2025-09-29T02:23:00Z
2025-09-29,GBP,EUR,1.1568,2025-09-29T18:07:00Z
2025-09-29,GBP,CAD,1.7006,2025-09-29T16:27:00Z
2025-09-29,GBP,AUD,1.9409,2025-09-29T14:52:00Z
2025-09-30,GBP,USD,1.2769,2025-09-30T03:14:00Z
2025-09-30,GBP,EUR,1.1785,2025-09-30T06:55:00Z
2025-09-30,GBP,CAD,1.7325,2025-09-30T08:18:00Z
2025-09-30,GBP,AUD,1.9399,2025-09-30T12:08:00Z
2025-10-01,GBP,USD,1.2673,2025-10-01T06:38:00Z
2025-10-01,GBP,EUR,1.1586,2025-10-01T09:46:00Z
2025-10-01,GBP,CAD,1.7271,2025-10-01T13:11:00Z
2025-10-01,GBP,AUD,1.9263,2025-10-01T04:01:00Z
2025-10-02,GBP,USD,1.2616,2025-10-02T08:15:00Z
2025-10-02,GBP,EUR,1.1747,2025-10-02T07:23:00Z
2025-10-02,GBP,CAD,1.7233,2025-10-02T20:29:00Z
2025-10-02,GBP,AUD,1.9134,2025-10-02T15:08:00Z
2025-10-03,GBP,USD,1.2849,2025-10-03T22:25:00Z
2025-10-03,GBP,EUR,1.1775,2025-10-03T22:24:00Z
2025-10-03,GBP,CAD,1.7283,2025-10-03T23:38:00Z
2025-10-03,GBP,AUD,1.9202,2025-10-03T03:35:00Z
2025-10-04,GBP,USD,1.2524,2025-10-04T10:59:00Z
2025-10-04,GBP,EUR,1.1594,2025-10-04T11:38:00Z
2025-10-04,GBP,CAD,1.7376,2025-10-04T19:45:00Z
2025-10-04,GBP,AUD,1.9399,2025-10-04T01:00:00Z
2025-10-05,GBP,USD,1.2601,2025-10-05T19:24:00Z
2025-10-05,GBP,EUR,1.1621,2025-10-05T12:42:00Z
2025-10-05,GBP,CAD,1.7148,2025-10-05T17:02:00Z
2025-10-05,GBP,AUD,1.9332,2025-10-05T08:10:00Z
2025-10-06,GBP,USD,1.2701,2025-10-06T10:56:00Z
2025-10-06,GBP,EUR,1.1687,2025-10-06T02:20:00Z
2025-10-06,GBP,CAD,1.7284,2025-10-06T13:09:00Z
2025-10-06,GBP,AUD,1.9204,2025-10-06T10:02:00Z
2025-10-07,GBP,USD,1.2891,2025-10-07T15:55:00Z
2025-10-07,GBP,EUR,1.1889,2025-10-07T08:47:00Z
2025-10-07,GBP,CAD,1.7144,2025-10-07T13:18:00Z
2025-10-07,GBP,AUD,1.9461,2025-10-07T08:39:00Z
2025-10-08,GBP,USD,1.2832,2025-10-08T08:33:00Z
2025-10-08,GBP,EUR,1.1625,2025-10-08T05:20:00Z
2025-10-08,GBP,CAD,1.7295,2025-10-08T15:48:00Z
2025-10-08,GBP,AUD,1.948,2025-10-08T17:54:00Z
2025-10-09,GBP,USD,1.2869,2025-10-09T20:51:00Z
2025-10-09,GBP,EUR,1.1676,2025-10-09T06:09:00Z
2025-10-09,GBP,CAD,1.7022,2025-10-09T05:02:00Z
2025-10-09,GBP,AUD,1.9288,2025-10-09T05:45:00Z
2025-10-10,GBP,USD,1.2687,2025-10-10T03:57:00Z
2025-10-10,GBP,EUR,1.1871,2025-10-10T01:28:00Z
2025-10-10,GBP,CAD,1.7143,2025-10-10T22:35:00Z
2025-10-10,GBP,AUD,1.9294,2025-10-10T15:07:00Z
2025-10-11,GBP,USD,1.2838,2025-10-11T04:07:00Z
2025-10-11,GBP,EUR,1.164,2025-10-11T06:55:00Z
2025-10-11,GBP,CAD,1.7114,2025-10-11T05:47:00Z
2025-10-11,GBP,AUD,1.9303,2025-10-11T08:36:00Z
2025-10-12,GBP,USD,1.2856,2025-10-12T18:13:00Z
2025-10-12,GBP,EUR,1.1733,2025-10-12T00:33:00Z
2025-10-12,GBP,CAD,1.7307,2025-10-12T05:26:00Z
2025-10-12,GBP,AUD,1.9468,2025-10-12T07:49:00Z
2025-10-13,GBP,USD,1.2699,2025-10-13T03:56:00Z
2025-10-13,GBP,EUR,1.1631,2025-10-13T09:43:00Z
2025-10-13,GBP,CAD,1.7393,2025-10-13T03:25:00Z
2025-10-13,GBP,AUD,1.9249,2025-10-13T03:53:00Z
2025-10-14,GBP,USD,1.2629,2025-10-14T00:05:00Z
2025-10-14,GBP,EUR,1.1684,2025-10-14T22:42:00Z
2025-10-14,GBP,CAD,1.7192,2025-10-14T20:17:00Z
2025-10-14,GBP,AUD,1.9338,2025-10-14T00:21:00Z
2025-10-15,GBP,USD,1.2888,2025-10-15T20:39:00Z
2025-10-15,GBP,EUR,1.188,2025-10-15T10:46:00Z
2025-10-15,GBP,CAD,1.74,2025-10-15T18:08:00Z
2025-10-15,GBP,AUD,1.9185,2025-10-15T01:51:00Z
2025-10-16,GBP,USD,1.2757,2025-10-16T10:51:00Z
2025-10-16,GBP,EUR,1.1522,2025-10-16T02:35:00Z
2025-10-16,GBP,CAD,1.7381,2025-10-16T12:05:00Z
2025-10-16,GBP,AUD,1.926,2025-10-16T05:15:00Z
2025-10-17,GBP,USD,1.2886,2025-10-17T12:05:00Z
2025-10-17,GBP,EUR,1.1508,2025-10-17T06:10:00Z
2025-10-17,GBP,CAD,1.7155,2025-10-17T12:18:00Z
2025-10-17,GBP,AUD,1.9359,2025-10-17T20:09:00Z
2025-10-18,GBP,USD,1.2548,2025-10-18T15:51:00Z
2025-10-18,GBP,EUR,1.1673,2025-10-18T09:57:00Z
2025-10-18,GBP,CAD,1.7274,2025-10-18T04:22:00Z
2025-10-18,GBP,AUD,1.9366,2025-10-18T11:32:00Z
2025-10-19,GBP,USD,1.258,2025-10-19T14:56:00Z
