id,session_date,source,medium,campaign,device_category,pageviews,session_duration_seconds,_fivetran_synced
276,2026-06-06,instagram,cpc,instagram-cpc-story-ads-276,mobile,12,225,2026-06-06T14:32:00Z
277,2025-05-04,instagram,cpc,instagram-cpc-story-ads-277,mobile,10,76,2025-05-04T10:31:00Z
278,2026-02-03,instagram,cpc,instagram-cpc-story-ads-278,desktop,9,604,2026-02-03T09:23:00Z
279,2025-12-18,instagram,cpc,instagram-cpc-story-ads-279,tablet,12,652,2025-12-18T12:10:00Z
280,2025-10-25,instagram,cpc,instagram-cpc-story-ads-280,tablet,4,527,2025-10-25T08:35:00Z
281,2025-12-19,instagram,cpc,instagram-cpc-story-ads-281,mobile,7,220,2025-12-19T16:01:00Z
282,2026-06-15,instagram,cpc,instagram-cpc-story-ads-282,desktop,1,711,2026-06-15T15:25:00Z
283,2025-05-11,instagram,cpc,instagram-cpc-story-ads-283,desktop,4,617,2025-05-11T12:43:00Z
284,2025-05-26,instagram,cpc,instagram-cpc-story-ads-284,desktop,2,656,2025-05-26T21:38:00Z
285,2025-04-15,instagram,cpc,instagram-cpc-story-ads-285,tablet,6,765,2025-04-15T02:35:00Z
286,2025-05-22,instagram,organic,instagram-organic-reels-286,desktop,10,672,2025-05-22T17:33:00Z
287,2026-02-24,instagram,organic,instagram-organic-reels-287,mobile,11,812,2026-02-24T03:32:00Z
288,2026-04-28,instagram,organic,instagram-organic-reels-288,desktop,1,674,2026-04-28T15:00:00Z
289,2025-10-23,instagram,organic,instagram-organic-reels-289,mobile,12,788,2025-10-23T19:02:00Z
290,2026-06-22,instagram,organic,instagram-organic-reels-290,desktop,1,475,2026-06-22T18:08:00Z
291,2025-07-22,instagram,organic,instagram-organic-reels-291,mobile,3,613,2025-07-22T17:09:00Z
292,2025-10-16,instagram,organic,instagram-organic-reels-292,tablet,10,246,2025-10-16T07:17:00Z
293,2026-03-28,instagram,organic,instagram-organic-reels-293,tablet,11,879,2026-03-28T13:42:00Z
294,2025-09-03,instagram,organic,instagram-organic-reels-294,tablet,8,57,2025-09-03T07:45:00Z
295,2025-09-09,instagram,organic,instagram-organic-reels-295,desktop,7,512,2025-09-09T10:29:00Z
296,2025-12-18,instagram,organic,instagram-organic-reels-296,tablet,7,892,2025-12-18T16:50:00Z
297,2026-04-09,instagram,organic,instagram-organic-reels-297,desktop,4,356,2026-04-09T11:44:00Z
298,2025-11-15,instagram,organic,instagram-organic-reels-298,desktop,8,462,2025-11-15T07:47:00Z
299,2025-05-22,instagram,organic,instagram-organic-reels-299,desktop,11,233,2025-05-22T03:20:00Z
300,2025-09-16,instagram,organic,instagram-organic-reels-300,mobile,11,53,2025-09-16T21:54:00Z
301,2026-04-29,instagram,organic,instagram-organic-reels-301,mobile,8,702,2026-04-29T01:22:00Z
302,2025-06-05,instagram,organic,instagram-organic-reels-302,tablet,2,547,2025-06-05T15:39:00Z
303,2026-02-03,instagram,organic,instagram-organic-reels-303,tablet,12,237,2026-02-03T16:17:00Z
304,2026-03-30,instagram,organic,instagram-organic-reels-304,mobile,5,55,2026-03-30T09:23:00Z
305,2025-12-17,instagram,organic,instagram-organic-reels-305,tablet,4,117,2025-12-17T02:19:00Z
306,2025-05-03,instagram,organic,instagram-organic-reels-306,mobile,8,62,2025-05-03T20:58:00Z
307,2026-03-26,instagram,organic,instagram-organic-reels-307,desktop,3,242,2026-03-26T20:50:00Z
308,2025-09-13,instagram,organic,instagram-organic-reels-308,desktop,4,420,2025-09-13T17:28:00Z
309,2025-05-29,instagram,organic,instagram-organic-reels-309,mobile,11,778,2025-05-29T12:52:00Z
310,2026-05-03,instagram,organic,instagram-organic-reels-310,tablet,10,86,2026-05-03T23:02:00Z
311,2026-01-24,instagram,organic,instagram-organic-reels-311,tablet,8,471,2026-01-24T19:28:00Z
312,2026-01-01,instagram,organic,instagram-organic-reels-312,desktop,3,247,2026-01-01T20:19:00Z
313,2026-05-17,instagram,organic,instagram-organic-reels-313,tablet,5,375,2026-05-17T13:32:00Z
314,2025-08-28,instagram,organic,instagram-organic-reels-314,mobile,7,494,2025-08-28T18:51:00Z
315,2025-08-29,instagram,organic,instagram-organic-reels-315,desktop,4,849,2025-08-29T13:46:00Z
316,2026-06-13,instagram,organic,instagram-organic-reels-316,mobile,5,843,2026-06-13T00:04:00Z
317,2025-11-08,instagram,organic,instagram-organic-reels-317,desktop,3,637,2025-11-08T10:30:00Z
318,2025-07-21,instagram,organic,instagram-organic-reels-318,mobile,9,687,2025-07-21T06:55:00Z
319,2025-05-31,instagram,organic,instagram-organic-reels-319,mobile,10,520,2025-05-31T11:28:00Z
320,2026-03-28,instagram,organic,instagram-organic-reels-320,desktop,10,730,2026-03-28T21:09:00Z
321,2026-03-06,instagram,organic,instagram-organic-reels-321,mobile,4,116,2026-03-06T16:25:00Z
322,2026-01-12,instagram,organic,instagram-organic-reels-322,tablet,4,737,2026-01-12T01:08:00Z
323,2026-01-15,instagram,organic,instagram-organic-reels-323,desktop,6,582,2026-01-15T11:58:00Z
324,2026-03-28,instagram,organic,instagram-organic-reels-324,tablet,5,667,2026-03-28T05:52:00Z
325,2025-07-26,instagram,organic,instagram-organic-reels-325,desktop,3,317,2025-07-26T02:24:00Z
326,2026-06-12,instagram,organic,instagram-organic-reels-326,tablet,6,80,2026-06-12T17:22:00Z
327,2026-02-15,instagram,organic,instagram-organic-reels-327,tablet,5,560,2026-02-15T07:37:00Z
328,2026-05-14,gdn,display,banner-network-retargeting-328,mobile,1,487,2026-05-14T06:19:00Z
329,2025-08-28,gdn,display,banner-network-retargeting-329,mobile,8,736,2025-08-28T08:24:00Z
330,2025-06-30,gdn,display,banner-network-retargeting-330,tablet,2,363,2025-06-30T23:40:00Z
331,2026-01-19,gdn,display,banner-network-retargeting-331,mobile,9,300,2026-01-19T20:05:00Z
332,2026-02-16,gdn,display,banner-network-retargeting-332,mobile,5,768,2026-02-16T19:07:00Z
333,2025-11-04,gdn,display,banner-network-retargeting-333,desktop,8,13,2025-11-04T10:00:00Z
334,2025-06-22,gdn,display,banner-network-retargeting-334,desktop,2,535,2025-06-22T21:06:00Z
335,2025-10-25,gdn,display,banner-network-retargeting-335,tablet,9,83,2025-10-25T20:53:00Z
336,2025-08-25,gdn,display,banner-network-retargeting-336,desktop,4,816,2025-08-25T09:53:00Z
337,2025-08-19,gdn,display,banner-network-retargeting-337,tablet,8,405,2025-08-19T22:56:00Z
338,2025-04-30,gdn,display,banner-network-retargeting-338,tablet,10,271,2025-04-30T17:13:00Z
339,2026-03-22,gdn,display,banner-network-retargeting-339,mobile,8,304,2026-03-22T00:47:00Z
340,2025-06-05,gdn,display,banner-network-retargeting-340,tablet,12,890,2025-06-05T04:34:00Z
341,2025-10-25,gdn,display,banner-network-retargeting-341,mobile,11,662,2025-10-25T07:12:00Z
342,2026-04-30,gdn,display,banner-network-retargeting-342,desktop,3,444,2026-04-30T20:22:00Z
343,2026-04-19,gdn,display,banner-network-retargeting-343,desktop,10,753,2026-04-19T20:37:00Z
344,2025-10-14,gdn,display,banner-network-retargeting-344,tablet,3,129,2025-10-14T17:57:00Z
345,2025-07-06,gdn,display,banner-network-retargeting-345,mobile,7,473,2025-07-06T14:07:00Z
346,2026-02-02,gdn,display,banner-network-retargeting-346,tablet,7,435,2026-02-02T13:27:00Z
347,2025-05-10,gdn,display,banner-network-retargeting-347,desktop,3,330,2025-05-10T23:25:00Z
348,2025-08-02,gdn,display,banner-network-retargeting-348,mobile,3,840,2025-08-02T01:08:00Z
349,2026-05-12,gdn,display,banner-network-retargeting-349,desktop,3,706,2026-05-12T22:14:00Z
350,2025-08-16,gdn,display,banner-network-retargeting-350,tablet,10,567,2025-08-16T01:04:00Z
351,2025-07-16,gdn,display,banner-network-retargeting-351,tablet,8,443,2025-07-16T17:14:00Z
352,2025-11-02,gdn,display,banner-network-retargeting-352,mobile,6,642,2025-11-02T23:01:00Z
353,2025-05-19,gdn,display,banner-network-retargeting-353,mobile,8,639,2025-05-19T02:20:00Z
354,2025-06-16,gdn,display,banner-network-retargeting-354,tablet,5,292,2025-06-16T12:07:00Z
355,2025-08-19,gdn,display,banner-network-retargeting-355,mobile,1,641,2025-08-19T05:13:00Z
356,2025-08-04,gdn,display,banner-network-retargeting-356,mobile,2,478,2025-08-04T09:54:00Z
357,2025-10-20,gdn,display,banner-network-retargeting-357,mobile,7,324,2025-10-20T04:55:00Z
358,2026-05-20,gdn,display,banner-network-retargeting-358,mobile,1,122,2026-05-20T17:24:00Z
359,2025-08-05,gdn,display,banner-network-retargeting-359,mobile,3,398,2025-08-05T06:04:00Z
360,2026-01-16,gdn,display,banner-network-retargeting-360,tablet,6,762,2026-01-16T20:24:00Z
361,2026-02-08,gdn,display,banner-network-retargeting-361,tablet,6,374,2026-02-08T18:48:00Z
362,2025-06-20,gdn,display,banner-network-retargeting-362,tablet,3,507,2025-06-20T21:28:00Z
363,2025-10-10,gdn,display,banner-network-retargeting-363,mobile,2,315,2025-10-10T19:02:00Z
364,2025-04-14,gdn,display,banner-network-retargeting-364,desktop,9,341,2025-04-14T00:11:00Z
365,2026-04-16,gdn,display,banner-network-retargeting-365,mobile,6,75,2026-04-16T23:46:00Z
366,2026-05-31,affiliate,referral,affiliate-super-partner-366,mobile,5,709,2026-05-31T08:56:00Z
367,2026-01-07,affiliate,referral,affiliate-super-partner-367,mobile,8,154,2026-01-07T05:34:00Z
368,2025-12-31,affiliate,referral,affiliate-super-partner-368,desktop,10,10,2025-12-31T09:30:00Z
369,2026-04-22,affiliate,referral,affiliate-super-partner-369,desktop,4,77,2026-04-22T08:59:00Z
370,2025-10-02,affiliate,referral,affiliate-super-partner-370,mobile,7,758,2025-10-02T23:44:00Z
371,2025-05-13,affiliate,referral,affiliate-super-partner-371,mobile,11,503,2025-05-13T09:37:00Z
372,2026-05-30,affiliate,referral,affiliate-super-partner-372,desktop,3,376,2026-05-30T02:07:00Z
373,2025-08-12,affiliate,referral,affiliate-super-partner-373,tablet,10,478,2025-08-12T16:33:00Z
374,2025-11-25,affiliate,referral,affiliate-super-partner-374,tablet,6,228,2025-11-25T02:08:00Z
375,2026-06-22,affiliate,referral,affiliate-super-partner-375,tablet,1,306,2026-06-22T00:37:00Z
376,2025-09-12,affiliate,referral,affiliate-super-partner-376,mobile,4,461,2025-09-12T15:41:00Z
377,2025-11-09,affiliate,referral,affiliate-super-partner-377,mobile,2,536,2025-11-09T06:03:00Z
378,2026-03-24,affiliate,referral,affiliate-super-partner-378,tablet,6,524,2026-03-24T01:03:00Z
379,2025-05-22,affiliate,referral,affiliate-super-partner-379,tablet,12,558,2025-05-22T15:15:00Z
380,2025-05-14,affiliate,referral,affiliate-super-partner-380,mobile,4,606,2025-05-14T02:20:00Z
381,2025-05-18,affiliate,referral,affiliate-super-partner-381,desktop,5,244,2025-05-18T13:30:00Z
382,2025-12-30,affiliate,referral,affiliate-super-partner-382,mobile,3,656,2025-12-30T03:51:00Z
383,2025-04-08,affiliate,referral,affiliate-super-partner-383,mobile,9,89,2025-04-08T17:29:00Z
384,2025-05-20,affiliate,referral,affiliate-super-partner-384,desktop,10,697,2025-05-20T12:40:00Z
385,2025-12-25,affiliate,referral,affiliate-super-partner-385,mobile,7,318,2025-12-25T04:21:00Z
386,2026-04-25,affiliate,referral,affiliate-super-partner-386,mobile,1,426,2026-04-25T20:35:00Z
387,2026-02-28,affiliate,referral,affiliate-super-partner-387,desktop,3,894,2026-02-28T13:52:00Z
388,2026-01-22,affiliate,referral,affiliate-super-partner-388,tablet,4,260,2026-01-22T23:04:00Z
389,2025-10-08,affiliate,referral,affiliate-super-partner-389,mobile,3,733,2025-10-08T23:12:00Z
390,2025-04-07,affiliate,referral,affiliate-super-partner-390,mobile,1,64,2025-04-07T05:12:00Z
391,2025-04-28,affiliate,referral,affiliate-super-partner-391,desktop,9,452,2025-04-28T10:41:00Z
392,2026-03-20,affiliate,referral,affiliate-super-partner-392,mobile,12,29,2026-03-20T21:20:00Z
393,2026-05-31,affiliate,referral,affiliate-super-partner-393,desktop,3,305,2026-05-31T23:06:00Z
394,2025-05-20,affiliate,referral,affiliate-super-partner-394,mobile,3,37,2025-05-20T12:26:00Z
395,2025-12-02,affiliate,referral,affiliate-super-partner-395,desktop,2,332,2025-12-02T02:16:00Z
396,2025-09-11,affiliate,referral,affiliate-super-partner-396,tablet,10,589,2025-09-11T04:01:00Z
397,2026-06-15,cj,affiliate,cj-network-impact-397,mobile,7,265,2026-06-15T06:54:00Z
398,2026-04-14,cj,affiliate,cj-network-impact-398,tablet,3,141,2026-04-14T04:54:00Z
399,2025-06-09,cj,affiliate,cj-network-impact-399,mobile,1,42,2025-06-09T10:14:00Z
400,2026-06-19,cj,affiliate,cj-network-impact-400,tablet,3,198,2026-06-19T21:11:00Z
401,2025-04-25,cj,affiliate,cj-network-impact-401,mobile,7,153,2025-04-25T20:01:00Z
402,2025-05-19,cj,affiliate,cj-network-impact-402,tablet,12,638,2025-05-19T01:54:00Z
403,2025-05-09,cj,affiliate,cj-network-impact-403,desktop,4,272,2025-05-09T17:19:00Z
404,2025-07-17,cj,affiliate,cj-network-impact-404,desktop,10,113,2025-07-17T06:14:00Z
405,2026-02-23,cj,affiliate,cj-network-impact-405,desktop,6,195,2026-02-23T16:24:00Z
406,2025-05-30,cj,affiliate,cj-network-impact-406,desktop,3,259,2025-05-30T23:38:00Z
407,2025-08-09,cj,affiliate,cj-network-impact-407,mobile,7,705,2025-08-09T09:21:00Z
408,2025-06-04,cj,affiliate,cj-network-impact-408,desktop,5,200,2025-06-04T16:25:00Z
409,2025-08-31,cj,affiliate,cj-network-impact-409,mobile,10,463,2025-08-31T13:50:00Z
410,2025-04-03,cj,affiliate,cj-network-impact-410,desktop,5,607,2025-04-03T16:27:00Z
411,2025-11-06,cj,affiliate,cj-network-impact-411,desktop,5,188,2025-11-06T23:03:00Z
412,2026-04-09,cj,affiliate,cj-network-impact-412,tablet,6,263,2026-04-09T13:48:00Z
413,2025-11-19,cj,affiliate,cj-network-impact-413,tablet,11,494,2025-11-19T20:57:00Z
414,2026-06-18,cj,affiliate,cj-network-impact-414,desktop,5,687,2026-06-18T18:35:00Z
415,2026-02-21,cj,affiliate,cj-network-impact-415,tablet,6,191,2026-02-21T19:30:00Z
416,2026-05-31,cj,affiliate,cj-network-impact-416,desktop,6,424,2026-05-31T02:21:00Z
417,2026-03-19,cj,affiliate,cj-network-impact-417,desktop,7,423,2026-03-19T11:52:00Z
418,2025-09-18,cj,affiliate,cj-network-impact-418,tablet,2,283,2025-09-18T15:48:00Z
419,2025-10-17,cj,affiliate,cj-network-impact-419,desktop,6,816,2025-10-17T07:55:00Z
420,2026-02-22,cj,affiliate,cj-network-impact-420,tablet,1,644,2026-02-22T13:26:00Z
421,2025-09-01,cj,affiliate,cj-network-impact-421,desktop,5,494,2025-09-01T11:14:00Z
422,2025-08-06,cj,affiliate,cj-network-impact-422,mobile,10,724,2025-08-06T11:10:00Z
423,2025-08-26,cj,affiliate,cj-network-impact-423,mobile,5,793,2025-08-26T12:27:00Z
424,2026-04-04,cj,affiliate,cj-network-impact-424,mobile,11,248,2026-04-04T10:13:00Z
425,2026-01-23,email,email,jan-promo-blast-425,tablet,12,726,2026-01-23T13:08:00Z
426,2026-04-26,email,email,jan-promo-blast-426,tablet,10,574,2026-04-26T10:47:00Z
427,2025-08-06,email,email,jan-promo-blast-427,desktop,5,217,2025-08-06T22:48:00Z
428,2025-10-16,email,email,jan-promo-blast-428,mobile,10,164,2025-10-16T09:06:00Z
429,2025-09-21,email,email,jan-promo-blast-429,mobile,2,170,2025-09-21T20:29:00Z
430,2026-06-17,email,email,jan-promo-blast-430,tablet,12,438,2026-06-17T06:47:00Z
431,2026-02-15,email,email,jan-promo-blast-431,tablet,4,341,2026-02-15T08:13:00Z
432,2026-03-04,email,email,jan-promo-blast-432,mobile,7,571,2026-03-04T10:32:00Z
433,2026-04-19,email,email,jan-promo-blast-433,mobile,4,694,2026-04-19T18:01:00Z
434,2025-10-29,email,email,jan-promo-blast-434,desktop,7,758,2025-10-29T17:09:00Z
435,2025-08-30,email,email,jan-promo-blast-435,tablet,8,614,2025-08-30T20:15:00Z
436,2026-02-10,email,email,jan-promo-blast-436,tablet,9,816,2026-02-10T21:04:00Z
437,2025-10-30,email,email,jan-promo-blast-437,desktop,6,891,2025-10-30T07:43:00Z
438,2025-12-13,email,email,jan-promo-blast-438,desktop,2,413,2025-12-13T16:41:00Z
439,2025-07-10,email,email,jan-promo-blast-439,tablet,8,100,2025-07-10T00:15:00Z
440,2025-04-12,email,email,jan-promo-blast-440,mobile,4,495,2025-04-12T04:24:00Z
441,2025-05-01,email,email,jan-promo-blast-441,mobile,12,180,2025-05-01T00:06:00Z
442,2025-08-19,email,email,jan-promo-blast-442,tablet,10,443,2025-08-19T15:35:00Z
443,2026-03-31,email,email,jan-promo-blast-443,desktop,9,153,2026-03-31T12:46:00Z
444,2025-08-19,email,email,jan-promo-blast-444,tablet,4,130,2025-08-19T04:07:00Z
445,2025-08-25,email,email,jan-promo-blast-445,mobile,4,616,2025-08-25T09:50:00Z
446,2026-05-01,email,email,jan-promo-blast-446,mobile,7,198,2026-05-01T10:41:00Z
447,2025-08-21,email,email,jan-promo-blast-447,desktop,12,602,2025-08-21T20:10:00Z
448,2025-10-16,email,email,jan-promo-blast-448,tablet,5,362,2025-10-16T12:13:00Z
449,2026-05-23,email,email,jan-promo-blast-449,desktop,10,121,2026-05-23T14:08:00Z
450,2026-04-19,email,email,jan-promo-blast-450,tablet,10,655,2026-04-19T09:00:00Z
451,2025-07-20,email,email,jan-promo-blast-451,mobile,10,278,2025-07-20T16:54:00Z
452,2026-03-07,email,email,jan-promo-blast-452,desktop,11,122,2026-03-07T05:41:00Z
453,2025-10-29,email,email,jan-promo-blast-453,tablet,7,745,2025-10-29T09:36:00Z
454,2025-11-22,email,email,jan-promo-blast-454,desktop,10,429,2025-11-22T14:43:00Z
455,2025-04-14,email,email,jan-promo-blast-455,mobile,11,573,2025-04-14T07:13:00Z
456,2025-09-16,email,email,jan-promo-blast-456,desktop,10,123,2025-09-16T01:06:00Z
457,2025-10-17,email,email,jan-promo-blast-457,desktop,3,368,2025-10-17T18:01:00Z
458,2025-05-29,email,email,jan-promo-blast-458,mobile,12,262,2025-05-29T18:38:00Z
459,2025-08-18,email,email,jan-promo-blast-459,tablet,10,44,2025-08-18T02:12:00Z
460,2025-07-25,email,email,jan-promo-blast-460,desktop,5,288,2025-07-25T06:30:00Z
461,2026-03-07,email,email,jan-promo-blast-461,mobile,8,682,2026-03-07T06:43:00Z
462,2025-08-19,email,email,jan-promo-blast-462,tablet,2,298,2025-08-19T01:52:00Z
463,2026-01-14,email,email,jan-promo-blast-463,tablet,12,281,2026-01-14T02:46:00Z
464,2025-05-02,email,email,jan-promo-blast-464,desktop,7,515,2025-05-02T19:13:00Z
465,2025-04-20,email,email,jan-promo-blast-465,desktop,5,567,2025-04-20T02:06:00Z
466,2025-10-23,email,email,jan-promo-blast-466,desktop,5,602,2025-10-23T20:45:00Z
467,2026-03-06,email,email,newsletter-weekly-digest-467,tablet,2,800,2026-03-06T00:03:00Z
468,2026-06-09,email,email,newsletter-weekly-digest-468,mobile,11,175,2026-06-09T01:09:00Z
469,2025-12-28,email,email,newsletter-weekly-digest-469,tablet,7,883,2025-12-28T13:59:00Z
470,2025-05-31,email,email,newsletter-weekly-digest-470,mobile,9,43,2025-05-31T23:04:00Z
471,2026-06-23,email,email,newsletter-weekly-digest-471,tablet,10,50,2026-06-23T07:18:00Z
472,2025-06-13,email,email,newsletter-weekly-digest-472,desktop,4,274,2025-06-13T16:57:00Z
473,2026-04-16,email,email,newsletter-weekly-digest-473,mobile,5,576,2026-04-16T08:56:00Z
474,2025-06-19,email,email,newsletter-weekly-digest-474,desktop,4,336,2025-06-19T06:04:00Z
475,2025-11-04,email,email,newsletter-weekly-digest-475,desktop,12,499,2025-11-04T18:42:00Z
476,2025-05-20,email,email,newsletter-weekly-digest-476,mobile,10,112,2025-05-20T06:58:00Z
477,2026-01-04,email,email,newsletter-weekly-digest-477,mobile,1,91,2026-01-04T10:50:00Z
478,2025-12-03,email,email,newsletter-weekly-digest-478,desktop,12,98,2025-12-03T15:07:00Z
479,2025-07-14,email,email,newsletter-weekly-digest-479,desktop,12,110,2025-07-14T18:43:00Z
480,2025-09-06,email,email,newsletter-weekly-digest-480,desktop,3,320,2025-09-06T14:42:00Z
481,2026-06-19,email,email,newsletter-weekly-digest-481,desktop,3,543,2026-06-19T17:51:00Z
482,2026-03-02,email,email,newsletter-weekly-digest-482,desktop,5,104,2026-03-02T03:08:00Z
483,2026-06-05,email,email,newsletter-weekly-digest-483,tablet,8,881,2026-06-05T20:19:00Z
484,2025-09-10,email,email,newsletter-weekly-digest-484,desktop,8,723,2025-09-10T02:49:00Z
485,2026-02-06,email,email,newsletter-weekly-digest-485,desktop,7,497,2026-02-06T16:23:00Z
486,2025-12-08,email,email,newsletter-weekly-digest-486,mobile,5,890,2025-12-08T13:12:00Z
487,2026-02-04,email,email,newsletter-weekly-digest-487,desktop,4,577,2026-02-04T02:02:00Z
488,2026-02-21,email,email,newsletter-weekly-digest-488,mobile,5,639,2026-02-21T03:42:00Z
489,2025-10-12,email,email,newsletter-weekly-digest-489,desktop,10,303,2025-10-12T05:15:00Z
490,2026-02-23,email,email,newsletter-weekly-digest-490,desktop,2,366,2026-02-23T09:56:00Z
491,2025-04-25,email,email,newsletter-weekly-digest-491,desktop,12,253,2025-04-25T02:58:00Z
492,2025-09-19,email,email,newsletter-weekly-digest-492,desktop,6,62,2025-09-19T13:38:00Z
493,2026-03-06,email,email,newsletter-weekly-digest-493,mobile,11,199,2026-03-06T12:04:00Z
494,2025-10-26,email,email,newsletter-weekly-digest-494,tablet,5,843,2025-10-26T11:21:00Z
495,2025-06-25,email,email,newsletter-weekly-digest-495,mobile,3,785,2025-06-25T20:31:00Z
496,2026-04-14,email,email,newsletter-weekly-digest-496,mobile,2,12,2026-04-14T04:40:00Z
497,2025-10-04,email,email,newsletter-weekly-digest-497,mobile,8,747,2025-10-04T02:59:00Z
498,2026-03-29,email,email,newsletter-weekly-digest-498,mobile,10,565,2026-03-29T19:45:00Z
499,2026-02-09,email,email,newsletter-weekly-digest-499,mobile,9,548,2026-02-09T11:27:00Z
500,2025-10-17,email,email,newsletter-weekly-digest-500,tablet,5,528,2025-10-17T18:38:00Z
501,2025-07-23,email,email,newsletter-weekly-digest-501,desktop,1,388,2025-07-23T03:37:00Z
502,2026-02-16,email,email,newsletter-weekly-digest-502,tablet,12,358,2026-02-16T13:28:00Z
503,2025-09-26,email,email,newsletter-weekly-digest-503,tablet,7,223,2025-09-26T11:23:00Z
504,2026-05-04,email,email,newsletter-weekly-digest-504,tablet,5,159,2026-05-04T05:28:00Z
505,2026-02-21,email,email,newsletter-weekly-digest-505,tablet,2,476,2026-02-21T04:24:00Z
506,2025-10-24,email,email,newsletter-weekly-digest-506,desktop,11,380,2025-10-24T12:23:00Z
507,2025-04-14,email,email,newsletter-weekly-digest-507,mobile,7,18,2025-04-14T15:01:00Z
508,2026-03-06,email,email,newsletter-weekly-digest-508,desktop,2,311,2026-03-06T20:58:00Z
509,2025-08-19,email,email,newsletter-weekly-digest-509,desktop,4,15,2025-08-19T12:32:00Z
510,2025-11-02,referral-partner-site,referral,jan-collab-510,desktop,5,51,2025-11-02T22:32:00Z
511,2025-11-14,referral-partner-site,referral,jan-collab-511,desktop,1,13,2025-11-14T20:52:00Z
512,2025-10-28,referral-partner-site,referral,jan-collab-512,mobile,9,623,2025-10-28T01:43:00Z
513,2025-08-18,referral-partner-site,referral,jan-collab-513,desktop,8,148,2025-08-18T17:09:00Z
514,2025-04-04,referral-partner-site,referral,jan-collab-514,mobile,7,182,2025-04-04T06:32:00Z
515,2026-04-04,referral-partner-site,referral,jan-collab-515,desktop,2,369,2026-04-04T21:10:00Z
516,2025-06-11,referral-partner-site,referral,jan-collab-516,desktop,3,575,2025-06-11T04:11:00Z
517,2025-06-29,referral-partner-site,referral,jan-collab-517,tablet,3,300,2025-06-29T00:34:00Z
518,2025-08-21,referral-partner-site,referral,jan-collab-518,mobile,6,897,2025-08-21T04:33:00Z
519,2025-07-08,referral-partner-site,referral,jan-collab-519,mobile,10,615,2025-07-08T19:19:00Z
520,2025-04-17,referral-partner-site,referral,jan-collab-520,desktop,5,104,2025-04-17T01:46:00Z
521,2026-04-20,referral-partner-site,referral,jan-collab-521,tablet,5,473,2026-04-20T19:51:00Z
522,2025-05-30,referral-partner-site,referral,jan-collab-522,desktop,6,810,2025-05-30T03:45:00Z
523,2025-05-30,referral-partner-site,referral,jan-collab-523,desktop,6,693,2025-05-30T00:52:00Z
524,2026-06-11,referral-partner-site,referral,jan-collab-524,mobile,4,336,2026-06-11T14:59:00Z
525,2025-06-14,referral-partner-site,referral,jan-collab-525,desktop,11,553,2025-06-14T18:08:00Z
526,2026-05-28,referral-partner-site,referral,jan-collab-526,desktop,7,306,2026-05-28T03:40:00Z
527,2026-03-25,referral-partner-site,referral,jan-collab-527,tablet,6,511,2026-03-25T17:02:00Z
528,2026-02-01,referral-partner-site,referral,jan-collab-528,mobile,9,256,2026-02-01T00:08:00Z
529,2026-01-02,referral-partner-site,referral,jan-collab-529,desktop,2,34,2026-01-02T09:06:00Z
530,2026-02-13,referral-partner-site,referral,jan-collab-530,mobile,12,347,2026-02-13T07:19:00Z
531,2025-05-10,referral-partner-site,referral,jan-collab-531,tablet,6,787,2025-05-10T04:50:00Z
532,2026-04-26,referral-partner-site,referral,jan-collab-532,tablet,2,681,2026-04-26T08:18:00Z
533,2025-11-27,referral-partner-site,referral,jan-collab-533,tablet,7,829,2025-11-27T14:18:00Z
534,2026-04-11,referral-partner-site,referral,jan-collab-534,tablet,3,573,2026-04-11T01:11:00Z
535,2025-05-14,referral-partner-site,referral,jan-collab-535,tablet,9,700,2025-05-14T17:59:00Z
536,2026-02-07,referral-partner-site,referral,jan-collab-536,desktop,1,404,2026-02-07T07:48:00Z
537,2025-09-24,referral-partner-site,referral,jan-collab-537,mobile,9,667,2025-09-24T22:01:00Z
538,2026-03-11,referral-partner-site,referral,jan-collab-538,desktop,8,581,2026-03-11T18:49:00Z
539,2025-05-30,referral-partner-site,referral,jan-collab-539,tablet,3,109,2025-05-30T07:52:00Z
540,2026-03-05,referral-partner-site,referral,jan-collab-540,tablet,12,745,2026-03-05T14:16:00Z
541,2025-08-01,referral-partner-site,referral,jan-collab-541,tablet,7,620,2025-08-01T18:00:00Z
542,2025-09-11,referral-partner-site,referral,jan-collab-542,mobile,9,340,2025-09-11T11:58:00Z
543,2025-12-09,referral-partner-site,referral,jan-collab-543,mobile,10,595,2025-12-09T09:44:00Z
544,2026-04-29,referral-partner-site,referral,jan-collab-544,desktop,9,787,2026-04-29T08:11:00Z
545,2026-01-20,referral-partner-site,referral,jan-collab-545,tablet,1,864,2026-01-20T13:38:00Z
546,2025-11-07,referral-partner-site,referral,jan-collab-546,tablet,11,60,2025-11-07T22:19:00Z
547,2025-10-01,referral-partner-site,referral,jan-collab-547,desktop,9,632,2025-10-01T17:27:00Z
548,2025-04-08,referral-partner-site,referral,jan-collab-548,mobile,2,755,2025-04-08T01:24:00Z
549,2025-09-17,referral-partner-site,referral,jan-collab-549,mobile,8,256,2025-09-17T07:28:00Z
550,2026-04-23,referral-partner-site,referral,jan-collab-550,mobile,6,464,2026-04-23T01:05:00Z
551,2025-10-22,referral-partner-site,referral,jan-collab-551,mobile,3,464,2025-10-22T13:05:00Z
552,2025-07-24,referral-partner-site,referral,jan-collab-552,mobile,11,583,2025-07-24T02:19:00Z
