id,ad_id,date,impressions,clicks,cost,conversions,_fivetran_synced
379,10,2025-12-08,3712,220,325.18,24,2025-12-08T17:26:00Z
380,10,2025-12-09,1906,93,50.01,2,2025-12-09T06:21:00Z
381,11,2025-10-22,2393,145,89.42,4,2025-10-22T21:38:00Z
382,11,2025-10-23,2669,34,15.36,3,2025-10-23T18:46:00Z
383,11,2025-10-24,2950,144,147.05,15,2025-10-24T10:19:00Z
384,11,2025-10-25,3923,43,71.47,4,2025-10-25T03:47:00Z
385,11,2025-10-26,3289,143,98.62,10,2025-10-26T06:25:00Z
386,11,2025-10-27,3948,105,84.03,3,2025-10-27T14:34:00Z
387,11,2025-10-28,2857,100,71.62,6,2025-10-28T15:29:00Z
388,11,2025-10-29,603,39,53.09,3,2025-10-29T10:58:00Z
389,11,2025-10-30,1032,37,34.39,2,2025-10-30T07:47:00Z
390,11,2025-10-31,797,8,9.0,0,2025-10-31T23:26:00Z
391,11,2025-11-01,1409,29,23.54,1,2025-11-01T07:31:00Z
392,11,2025-11-02,2455,137,179.3,4,2025-11-02T15:46:00Z
393,11,2025-11-03,2828,174,173.16,15,2025-11-03T11:10:00Z
394,11,2025-11-04,773,46,47.55,5,2025-11-04T17:41:00Z
395,11,2025-11-05,440,20,30.49,0,2025-11-05T21:03:00Z
396,11,2025-11-06,3330,34,18.44,2,2025-11-06T02:45:00Z
397,11,2025-11-07,818,8,8.46,0,2025-11-07T19:40:00Z
398,11,2025-11-08,2931,220,358.13,17,2025-11-08T00:00:00Z
399,11,2025-11-09,2379,115,42.16,7,2025-11-09T08:34:00Z
400,11,2025-11-10,1374,15,22.33,1,2025-11-10T05:06:00Z
401,11,2025-11-11,3960,66,36.86,1,2025-11-11T16:16:00Z
402,11,2025-11-12,3539,123,179.94,1,2025-11-12T12:29:00Z
403,11,2025-11-13,2514,67,88.85,2,2025-11-13T02:41:00Z
404,11,2025-11-14,3715,206,81.24,10,2025-11-14T12:35:00Z
405,11,2025-11-15,2149,29,10.53,0,2025-11-15T15:54:00Z
406,11,2025-11-16,1977,109,88.7,12,2025-11-16T03:57:00Z
407,11,2025-11-17,2363,175,117.54,18,2025-11-17T22:56:00Z
408,12,2025-10-09,3985,60,98.75,6,2025-10-09T18:42:00Z
409,12,2025-10-10,334,7,10.78,0,2025-10-10T06:37:00Z
410,12,2025-10-11,790,49,66.04,2,2025-10-11T02:19:00Z
411,12,2025-10-12,865,42,48.02,4,2025-10-12T21:57:00Z
412,12,2025-10-13,2414,80,112.63,1,2025-10-13T22:46:00Z
413,12,2025-10-14,521,23,39.42,0,2025-10-14T13:14:00Z
414,12,2025-10-15,3635,55,65.85,4,2025-10-15T19:25:00Z
415,12,2025-10-16,3368,110,136.15,10,2025-10-16T14:31:00Z
416,12,2025-10-17,1134,39,65.04,2,2025-10-17T21:37:00Z
417,12,2025-10-18,2906,106,151.69,3,2025-10-18T07:45:00Z
418,12,2025-10-19,501,7,3.96,0,2025-10-19T20:09:00Z
419,12,2025-10-20,3229,120,102.6,1,2025-10-20T09:28:00Z
420,12,2025-10-21,1674,105,51.78,1,2025-10-21T13:28:00Z
421,12,2025-10-22,2481,121,111.47,0,2025-10-22T11:35:00Z
422,12,2025-10-23,581,30,43.45,3,2025-10-23T00:18:00Z
423,12,2025-10-24,1894,70,32.8,7,2025-10-24T07:36:00Z
424,12,2025-10-25,2334,51,45.03,0,2025-10-25T09:17:00Z
425,12,2025-10-26,2219,44,25.7,1,2025-10-26T09:30:00Z
426,12,2025-10-27,3405,52,36.52,1,2025-10-27T20:31:00Z
427,12,2025-10-28,2632,139,137.75,2,2025-10-28T00:25:00Z
428,12,2025-10-29,1560,107,94.36,11,2025-10-29T14:21:00Z
429,12,2025-10-30,1963,131,203.48,15,2025-10-30T04:19:00Z
430,12,2025-10-31,1513,79,104.55,4,2025-10-31T05:25:00Z
431,12,2025-11-01,1507,45,59.53,2,2025-11-01T18:50:00Z
432,12,2025-11-02,1192,39,28.95,3,2025-11-02T11:07:00Z
433,12,2025-11-03,2509,60,104.77,1,2025-11-03T17:01:00Z
434,13,2026-05-22,3554,246,359.91,19,2026-05-22T04:40:00Z
435,13,2026-05-23,1440,38,48.34,3,2026-05-23T12:04:00Z
436,13,2026-05-24,2039,161,164.37,7,2026-05-24T16:59:00Z
437,13,2026-05-25,3969,281,262.91,1,2026-05-25T11:44:00Z
438,13,2026-05-26,3867,258,304.79,28,2026-05-26T03:49:00Z
439,13,2026-05-27,1216,68,57.6,5,2026-05-27T01:36:00Z
440,13,2026-05-28,2842,163,148.24,14,2026-05-28T13:06:00Z
441,13,2026-05-29,243,4,2.64,0,2026-05-29T17:37:00Z
442,13,2026-05-30,3016,151,147.09,7,2026-05-30T21:37:00Z
443,13,2026-05-31,3028,136,113.28,0,2026-05-31T03:18:00Z
444,13,2026-06-01,1903,141,66.3,14,2026-06-01T23:09:00Z
445,13,2026-06-02,1626,51,50.36,1,2026-06-02T15:22:00Z
446,13,2026-06-03,2150,36,48.99,1,2026-06-03T02:19:00Z
447,13,2026-06-04,383,25,12.78,2,2026-06-04T20:06:00Z
448,13,2026-06-05,2973,196,323.77,17,2026-06-05T16:11:00Z
449,13,2026-06-06,2460,52,58.96,5,2026-06-06T07:51:00Z
450,13,2026-06-07,1859,100,61.09,7,2026-06-07T12:01:00Z
451,13,2026-06-08,3220,170,106.46,12,2026-06-08T12:00:00Z
452,13,2026-06-09,3086,77,56.96,6,2026-06-09T02:36:00Z
453,13,2026-06-10,616,40,44.07,1,2026-06-10T06:29:00Z
454,13,2026-06-11,666,18,28.04,1,2026-06-11T20:20:00Z
455,13,2026-06-12,2645,98,88.16,1,2026-06-12T11:54:00Z
456,13,2026-06-13,2075,110,163.82,9,2026-06-13T09:58:00Z
457,13,2026-06-14,2716,139,179.44,5,2026-06-14T07:19:00Z
458,13,2026-06-15,679,15,19.81,0,2026-06-15T13:38:00Z
459,13,2026-06-16,764,38,35.81,2,2026-06-16T17:44:00Z
460,13,2026-06-17,3964,218,381.47,14,2026-06-17T15:18:00Z
461,14,2026-04-28,2737,37,31.55,0,2026-04-28T04:12:00Z
462,14,2026-04-29,3539,130,147.71,10,2026-04-29T13:43:00Z
463,14,2026-04-30,2214,86,131.22,5,2026-04-30T02:36:00Z
464,14,2026-05-01,326,21,13.83,0,2026-05-01T07:34:00Z
465,14,2026-05-02,1382,30,29.71,2,2026-05-02T15:35:00Z
466,14,2026-05-03,2292,41,20.91,3,2026-05-03T11:34:00Z
467,14,2026-05-04,3569,224,316.74,11,2026-05-04T06:27:00Z
468,14,2026-05-05,619,38,48.08,1,2026-05-05T01:28:00Z
469,14,2026-05-06,1276,43,64.22,2,2026-05-06T03:49:00Z
470,14,2026-05-07,3525,93,138.1,6,2026-05-07T11:55:00Z
471,14,2026-05-08,3111,164,155.71,12,2026-05-08T06:52:00Z
472,14,2026-05-09,1047,69,79.22,4,2026-05-09T19:34:00Z
473,14,2026-05-10,889,29,38.73,1,2026-05-10T08:54:00Z
474,14,2026-05-11,2307,182,236.79,2,2026-05-11T13:58:00Z
475,14,2026-05-12,442,35,54.74,0,2026-05-12T04:15:00Z
476,14,2026-05-13,799,47,70.96,4,2026-05-13T21:25:00Z
477,14,2026-05-14,2204,43,53.12,3,2026-05-14T12:28:00Z
478,14,2026-05-15,509,27,42.72,0,2026-05-15T16:47:00Z
479,14,2026-05-16,1339,78,123.1,4,2026-05-16T15:20:00Z
480,14,2026-05-17,2583,26,37.28,2,2026-05-17T23:29:00Z
481,14,2026-05-18,2800,158,134.54,1,2026-05-18T17:25:00Z
482,14,2026-05-19,1092,84,126.4,4,2026-05-19T10:53:00Z
483,14,2026-05-20,1361,45,52.16,3,2026-05-20T15:50:00Z
484,14,2026-05-21,1607,116,164.39,0,2026-05-21T20:50:00Z
485,14,2026-05-22,3627,152,79.64,15,2026-05-22T14:29:00Z
486,14,2026-05-23,202,16,15.18,1,2026-05-23T04:56:00Z
487,14,2026-05-24,2862,89,140.1,9,2026-05-24T02:41:00Z
488,14,2026-05-25,1676,46,40.05,4,2026-05-25T05:03:00Z
489,14,2026-05-26,1823,98,133.91,8,2026-05-26T13:41:00Z
490,14,2026-05-27,573,33,11.6,1,2026-05-27T04:37:00Z
491,14,2026-05-28,1126,52,50.6,0,2026-05-28T10:52:00Z
492,14,2026-05-29,693,54,50.83,0,2026-05-29T02:14:00Z
493,14,2026-05-30,1769,28,41.39,0,2026-05-30T11:56:00Z
494,14,2026-05-31,1425,27,38.69,2,2026-05-31T04:41:00Z
495,14,2026-06-01,2973,59,64.47,0,2026-06-01T20:10:00Z
496,14,2026-06-02,2002,69,44.73,6,2026-06-02T13:39:00Z
497,14,2026-06-03,3012,123,80.46,13,2026-06-03T04:48:00Z
498,14,2026-06-04,704,36,31.96,4,2026-06-04T10:50:00Z
499,14,2026-06-05,772,21,26.3,0,2026-06-05T19:38:00Z
500,15,2026-05-22,3672,254,400.34,6,2026-05-22T19:32:00Z
501,15,2026-05-23,972,60,45.83,0,2026-05-23T07:31:00Z
502,15,2026-05-24,1780,31,32.53,2,2026-05-24T16:56:00Z
503,15,2026-05-25,249,19,31.49,0,2026-05-25T18:26:00Z
504,15,2026-05-26,1696,81,47.94,4,2026-05-26T02:01:00Z
505,15,2026-05-27,2605,38,27.25,0,2026-05-27T01:50:00Z
506,15,2026-05-28,1830,83,102.09,4,2026-05-28T13:27:00Z
507,15,2026-05-29,3074,117,145.87,7,2026-05-29T04:17:00Z
508,15,2026-05-30,542,17,18.12,0,2026-05-30T04:34:00Z
509,15,2026-05-31,1538,57,70.57,5,2026-05-31T21:41:00Z
510,15,2026-06-01,470,14,13.47,1,2026-06-01T07:03:00Z
511,15,2026-06-02,1201,19,18.21,1,2026-06-02T19:03:00Z
512,15,2026-06-03,1466,83,105.52,1,2026-06-03T00:45:00Z
513,15,2026-06-04,762,45,26.07,5,2026-06-04T16:33:00Z
514,15,2026-06-05,3407,230,163.98,10,2026-06-05T23:49:00Z
515,15,2026-06-06,3777,108,171.83,9,2026-06-06T00:21:00Z
516,15,2026-06-07,3505,140,151.68,4,2026-06-07T18:40:00Z
517,15,2026-06-08,515,23,24.5,0,2026-06-08T18:10:00Z
518,15,2026-06-09,1706,35,50.14,3,2026-06-09T21:46:00Z
519,15,2026-06-10,672,17,18.06,0,2026-06-10T00:15:00Z
520,15,2026-06-11,388,16,14.18,0,2026-06-11T01:35:00Z
521,15,2026-06-12,3489,258,357.83,12,2026-06-12T10:15:00Z
522,15,2026-06-13,1904,141,112.51,13,2026-06-13T18:23:00Z
523,15,2026-06-14,689,31,49.99,0,2026-06-14T16:02:00Z
524,15,2026-06-15,1842,27,27.03,0,2026-06-15T09:20:00Z
525,16,2026-05-07,1711,41,46.71,1,2026-05-07T19:15:00Z
526,16,2026-05-08,2100,75,128.3,8,2026-05-08T06:46:00Z
527,16,2026-05-09,3888,187,273.84,3,2026-05-09T13:01:00Z
528,16,2026-05-10,1154,55,68.22,4,2026-05-10T00:21:00Z
529,16,2026-05-11,205,12,10.52,1,2026-05-11T09:06:00Z
530,16,2026-05-12,1040,48,32.8,2,2026-05-12T01:09:00Z
531,16,2026-05-13,3114,92,37.85,2,2026-05-13T16:26:00Z
532,16,2026-05-14,3070,223,221.18,20,2026-05-14T18:06:00Z
533,16,2026-05-15,2270,43,64.41,0,2026-05-15T18:03:00Z
534,16,2026-05-16,1981,111,59.16,3,2026-05-16T10:59:00Z
535,16,2026-05-17,3480,130,196.91,5,2026-05-17T14:17:00Z
536,16,2026-05-18,1156,17,10.77,1,2026-05-18T18:06:00Z
537,16,2026-05-19,836,14,13.71,0,2026-05-19T03:34:00Z
538,16,2026-05-20,1667,129,82.65,4,2026-05-20T08:54:00Z
539,16,2026-05-21,691,11,16.29,0,2026-05-21T22:44:00Z
540,16,2026-05-22,2671,34,51.69,1,2026-05-22T02:45:00Z
541,16,2026-05-23,1216,94,85.05,0,2026-05-23T09:16:00Z
542,16,2026-05-24,3559,282,110.97,13,2026-05-24T14:35:00Z
543,16,2026-05-25,3264,158,76.25,1,2026-05-25T04:07:00Z
544,16,2026-05-26,248,3,4.33,0,2026-05-26T06:52:00Z
545,16,2026-05-27,1840,66,81.34,5,2026-05-27T18:37:00Z
546,16,2026-05-28,1260,93,42.31,11,2026-05-28T06:57:00Z
547,16,2026-05-29,2845,116,61.52,12,2026-05-29T10:07:00Z
548,16,2026-05-30,374,28,11.78,3,2026-05-30T13:52:00Z
549,16,2026-05-31,3167,119,46.56,9,2026-05-31T05:22:00Z
