id,ad_id,ad_set_id,date,name,status,impressions,clicks,spend,conversions,_fivetran_synced
226,7,4,2026-04-11,Facebook Cpc Lookalike Prospecting Creative 1,active,5443,129,51.86,12,2026-04-11T21:41:00Z
227,7,4,2026-04-12,Facebook Cpc Lookalike Prospecting Creative 1,active,4034,93,95.76,0,2026-04-12T16:27:00Z
228,7,4,2026-04-13,Facebook Cpc Lookalike Prospecting Creative 1,active,2379,90,109.76,6,2026-04-13T11:37:00Z
229,7,4,2026-04-14,Facebook Cpc Lookalike Prospecting Creative 1,active,5219,43,26.99,2,2026-04-14T07:58:00Z
230,7,4,2026-04-15,Facebook Cpc Lookalike Prospecting Creative 1,active,1186,17,32.14,0,2026-04-15T06:00:00Z
231,7,4,2026-04-16,Facebook Cpc Lookalike Prospecting Creative 1,active,558,14,8.4,0,2026-04-16T20:13:00Z
232,7,4,2026-04-17,Facebook Cpc Lookalike Prospecting Creative 1,active,3087,59,34.29,2,2026-04-17T18:16:00Z
233,7,4,2026-04-18,Facebook Cpc Lookalike Prospecting Creative 1,active,2640,92,103.05,3,2026-04-18T08:43:00Z
234,7,4,2026-04-19,Facebook Cpc Lookalike Prospecting Creative 1,active,3755,117,128.99,9,2026-04-19T15:11:00Z
235,7,4,2026-04-20,Facebook Cpc Lookalike Prospecting Creative 1,active,3532,86,105.13,8,2026-04-20T18:22:00Z
236,7,4,2026-04-21,Facebook Cpc Lookalike Prospecting Creative 1,active,3761,115,213.15,7,2026-04-21T23:14:00Z
237,7,4,2026-04-22,Facebook Cpc Lookalike Prospecting Creative 1,active,4158,134,269.84,1,2026-04-22T16:25:00Z
238,7,4,2026-04-23,Facebook Cpc Lookalike Prospecting Creative 1,active,3272,108,155.94,7,2026-04-23T01:10:00Z
239,7,4,2026-04-24,Facebook Cpc Lookalike Prospecting Creative 1,active,3687,142,58.08,1,2026-04-24T04:30:00Z
240,7,4,2026-04-25,Facebook Cpc Lookalike Prospecting Creative 1,active,5417,109,55.47,2,2026-04-25T02:38:00Z
241,7,4,2026-04-26,Facebook Cpc Lookalike Prospecting Creative 1,active,809,24,47.57,0,2026-04-26T20:33:00Z
242,7,4,2026-04-27,Facebook Cpc Lookalike Prospecting Creative 1,active,2846,85,120.33,8,2026-04-27T05:40:00Z
243,8,4,2026-04-03,Facebook Cpc Lookalike Prospecting Creative 2,active,587,7,10.62,0,2026-04-03T09:12:00Z
244,8,4,2026-04-04,Facebook Cpc Lookalike Prospecting Creative 2,active,775,25,31.7,1,2026-04-04T19:10:00Z
245,8,4,2026-04-05,Facebook Cpc Lookalike Prospecting Creative 2,active,795,13,19.68,1,2026-04-05T02:17:00Z
246,8,4,2026-04-06,Facebook Cpc Lookalike Prospecting Creative 2,active,3772,65,69.66,3,2026-04-06T16:00:00Z
247,8,4,2026-04-07,Facebook Cpc Lookalike Prospecting Creative 2,active,1062,39,52.04,2,2026-04-07T17:58:00Z
248,8,4,2026-04-08,Facebook Cpc Lookalike Prospecting Creative 2,active,5275,90,183.38,2,2026-04-08T19:12:00Z
249,8,4,2026-04-09,Facebook Cpc Lookalike Prospecting Creative 2,active,4225,158,217.62,4,2026-04-09T13:32:00Z
250,8,4,2026-04-10,Facebook Cpc Lookalike Prospecting Creative 2,active,1372,33,41.43,1,2026-04-10T03:51:00Z
251,8,4,2026-04-11,Facebook Cpc Lookalike Prospecting Creative 2,active,4704,181,341.98,14,2026-04-11T18:16:00Z
252,8,4,2026-04-12,Facebook Cpc Lookalike Prospecting Creative 2,active,4127,160,217.18,12,2026-04-12T10:49:00Z
253,8,4,2026-04-13,Facebook Cpc Lookalike Prospecting Creative 2,active,4258,122,234.74,10,2026-04-13T15:07:00Z
254,8,4,2026-04-14,Facebook Cpc Lookalike Prospecting Creative 2,active,2612,19,28.07,1,2026-04-14T21:44:00Z
255,8,4,2026-04-15,Facebook Cpc Lookalike Prospecting Creative 2,active,2383,78,85.89,2,2026-04-15T17:00:00Z
256,8,4,2026-04-16,Facebook Cpc Lookalike Prospecting Creative 2,active,2657,36,20.09,2,2026-04-16T10:04:00Z
257,8,4,2026-04-17,Facebook Cpc Lookalike Prospecting Creative 2,active,5042,189,228.72,6,2026-04-17T18:17:00Z
258,8,4,2026-04-18,Facebook Cpc Lookalike Prospecting Creative 2,active,1997,76,118.66,6,2026-04-18T15:47:00Z
259,8,4,2026-04-19,Facebook Cpc Lookalike Prospecting Creative 2,active,2135,28,22.72,0,2026-04-19T07:12:00Z
260,8,4,2026-04-20,Facebook Cpc Lookalike Prospecting Creative 2,active,2545,87,87.46,6,2026-04-20T03:58:00Z
261,8,4,2026-04-21,Facebook Cpc Lookalike Prospecting Creative 2,active,1142,32,48.89,1,2026-04-21T17:02:00Z
262,8,4,2026-04-22,Facebook Cpc Lookalike Prospecting Creative 2,active,4450,80,74.9,7,2026-04-22T18:55:00Z
263,8,4,2026-04-23,Facebook Cpc Lookalike Prospecting Creative 2,active,2750,60,124.41,5,2026-04-23T08:25:00Z
264,8,4,2026-04-24,Facebook Cpc Lookalike Prospecting Creative 2,active,2319,72,44.5,3,2026-04-24T13:30:00Z
265,8,4,2026-04-25,Facebook Cpc Lookalike Prospecting Creative 2,active,4929,30,29.71,2,2026-04-25T05:29:00Z
266,8,4,2026-04-26,Facebook Cpc Lookalike Prospecting Creative 2,active,1486,43,50.83,2,2026-04-26T00:43:00Z
267,8,4,2026-04-27,Facebook Cpc Lookalike Prospecting Creative 2,active,2226,40,22.85,1,2026-04-27T08:11:00Z
268,8,4,2026-04-28,Facebook Cpc Lookalike Prospecting Creative 2,active,4993,70,60.06,6,2026-04-28T10:23:00Z
269,8,4,2026-04-29,Facebook Cpc Lookalike Prospecting Creative 2,active,2006,45,34.11,3,2026-04-29T11:23:00Z
270,8,4,2026-04-30,Facebook Cpc Lookalike Prospecting Creative 2,active,3781,55,38.82,0,2026-04-30T18:43:00Z
271,8,4,2026-05-01,Facebook Cpc Lookalike Prospecting Creative 2,active,2372,79,128.41,6,2026-05-01T17:27:00Z
272,8,4,2026-05-02,Facebook Cpc Lookalike Prospecting Creative 2,active,3620,42,73.92,3,2026-05-02T15:51:00Z
273,8,4,2026-05-03,Facebook Cpc Lookalike Prospecting Creative 2,active,579,6,7.5,0,2026-05-03T20:33:00Z
274,8,4,2026-05-04,Facebook Cpc Lookalike Prospecting Creative 2,active,4874,147,255.05,4,2026-05-04T17:54:00Z
275,8,4,2026-05-05,Facebook Cpc Lookalike Prospecting Creative 2,active,5151,34,19.32,0,2026-05-05T06:52:00Z
276,8,4,2026-05-06,Facebook Cpc Lookalike Prospecting Creative 2,active,2583,55,80.89,2,2026-05-06T10:16:00Z
277,8,4,2026-05-07,Facebook Cpc Lookalike Prospecting Creative 2,active,3457,60,80.86,4,2026-05-07T11:01:00Z
278,8,4,2026-05-08,Facebook Cpc Lookalike Prospecting Creative 2,active,3873,35,65.61,3,2026-05-08T06:36:00Z
279,8,4,2026-05-09,Facebook Cpc Lookalike Prospecting Creative 2,active,5217,144,189.41,14,2026-05-09T09:22:00Z
280,8,4,2026-05-10,Facebook Cpc Lookalike Prospecting Creative 2,active,3163,90,110.59,6,2026-05-10T02:24:00Z
281,8,4,2026-05-11,Facebook Cpc Lookalike Prospecting Creative 2,active,5527,83,122.33,1,2026-05-11T05:40:00Z
282,9,5,2025-10-10,Facebook Leadgen Campaign Creative 1,active,2369,37,55.87,2,2025-10-10T19:41:00Z
283,9,5,2025-10-11,Facebook Leadgen Campaign Creative 1,active,3739,54,62.44,4,2025-10-11T11:47:00Z
284,9,5,2025-10-12,Facebook Leadgen Campaign Creative 1,active,5308,123,143.36,2,2025-10-12T00:08:00Z
285,9,5,2025-10-13,Facebook Leadgen Campaign Creative 1,active,2422,68,135.91,4,2025-10-13T02:13:00Z
286,9,5,2025-10-14,Facebook Leadgen Campaign Creative 1,active,1867,35,19.69,3,2025-10-14T15:35:00Z
287,9,5,2025-10-15,Facebook Leadgen Campaign Creative 1,active,940,5,5.37,0,2025-10-15T02:06:00Z
288,9,5,2025-10-16,Facebook Leadgen Campaign Creative 1,active,2650,70,38.03,6,2025-10-16T12:19:00Z
289,9,5,2025-10-17,Facebook Leadgen Campaign Creative 1,active,2378,32,28.26,2,2025-10-17T04:33:00Z
290,9,5,2025-10-18,Facebook Leadgen Campaign Creative 1,active,1897,11,16.81,0,2025-10-18T10:55:00Z
291,9,5,2025-10-19,Facebook Leadgen Campaign Creative 1,active,4400,93,174.89,8,2025-10-19T17:28:00Z
292,9,5,2025-10-20,Facebook Leadgen Campaign Creative 1,active,1606,62,98.33,1,2025-10-20T19:29:00Z
293,9,5,2025-10-21,Facebook Leadgen Campaign Creative 1,active,5669,176,332.89,7,2025-10-21T20:40:00Z
294,9,5,2025-10-22,Facebook Leadgen Campaign Creative 1,active,4872,77,76.24,4,2025-10-22T02:28:00Z
295,9,5,2025-10-23,Facebook Leadgen Campaign Creative 1,active,3022,53,44.61,1,2025-10-23T00:33:00Z
296,9,5,2025-10-24,Facebook Leadgen Campaign Creative 1,active,1616,27,32.34,0,2025-10-24T15:48:00Z
297,9,5,2025-10-25,Facebook Leadgen Campaign Creative 1,active,4408,68,115.73,5,2025-10-25T19:14:00Z
298,9,5,2025-10-26,Facebook Leadgen Campaign Creative 1,active,559,13,9.37,1,2025-10-26T13:25:00Z
299,9,5,2025-10-27,Facebook Leadgen Campaign Creative 1,active,2547,27,44.63,1,2025-10-27T12:14:00Z
300,9,5,2025-10-28,Facebook Leadgen Campaign Creative 1,active,2654,20,29.26,1,2025-10-28T19:51:00Z
301,9,5,2025-10-29,Facebook Leadgen Campaign Creative 1,active,2727,40,66.52,3,2025-10-29T13:12:00Z
302,9,5,2025-10-30,Facebook Leadgen Campaign Creative 1,active,1060,12,10.71,0,2025-10-30T19:28:00Z
303,9,5,2025-10-31,Facebook Leadgen Campaign Creative 1,active,2729,80,98.91,2,2025-10-31T04:03:00Z
304,9,5,2025-11-01,Facebook Leadgen Campaign Creative 1,active,4882,28,57.48,0,2025-11-01T04:45:00Z
305,9,5,2025-11-02,Facebook Leadgen Campaign Creative 1,active,4091,124,98.68,1,2025-11-02T15:13:00Z
306,9,5,2025-11-03,Facebook Leadgen Campaign Creative 1,active,3300,65,112.82,3,2025-11-03T11:29:00Z
307,9,5,2025-11-04,Facebook Leadgen Campaign Creative 1,active,759,12,22.01,1,2025-11-04T01:17:00Z
308,9,5,2025-11-05,Facebook Leadgen Campaign Creative 1,active,3714,27,32.38,0,2025-11-05T08:52:00Z
309,9,5,2025-11-06,Facebook Leadgen Campaign Creative 1,active,3625,123,74.7,9,2025-11-06T07:24:00Z
310,9,5,2025-11-07,Facebook Leadgen Campaign Creative 1,active,4128,56,117.08,1,2025-11-07T23:49:00Z
311,9,5,2025-11-08,Facebook Leadgen Campaign Creative 1,active,1269,29,60.02,1,2025-11-08T21:19:00Z
312,9,5,2025-11-09,Facebook Leadgen Campaign Creative 1,active,3146,33,54.05,2,2025-11-09T17:33:00Z
313,9,5,2025-11-10,Facebook Leadgen Campaign Creative 1,active,1500,20,29.71,0,2025-11-10T01:55:00Z
314,9,5,2025-11-11,Facebook Leadgen Campaign Creative 1,active,5961,75,44.4,4,2025-11-11T10:00:00Z
315,9,5,2025-11-12,Facebook Leadgen Campaign Creative 1,active,1871,61,85.03,2,2025-11-12T07:00:00Z
316,9,5,2025-11-13,Facebook Leadgen Campaign Creative 1,active,844,21,33.06,1,2025-11-13T04:23:00Z
317,10,5,2025-10-01,Facebook Leadgen Campaign Creative 2,active,1791,40,62.64,1,2025-10-01T20:03:00Z
318,10,5,2025-10-02,Facebook Leadgen Campaign Creative 2,active,989,17,11.25,0,2025-10-02T03:08:00Z
319,10,5,2025-10-03,Facebook Leadgen Campaign Creative 2,active,4496,59,122.06,4,2025-10-03T11:51:00Z
320,10,5,2025-10-04,Facebook Leadgen Campaign Creative 2,active,4093,125,54.54,4,2025-10-04T23:08:00Z
321,10,5,2025-10-05,Facebook Leadgen Campaign Creative 2,active,2553,93,113.93,4,2025-10-05T09:34:00Z
322,10,5,2025-10-06,Facebook Leadgen Campaign Creative 2,active,4514,52,37.3,1,2025-10-06T23:29:00Z
323,10,5,2025-10-07,Facebook Leadgen Campaign Creative 2,active,2755,97,137.52,8,2025-10-07T05:04:00Z
324,10,5,2025-10-08,Facebook Leadgen Campaign Creative 2,active,4851,50,45.13,1,2025-10-08T11:29:00Z
325,10,5,2025-10-09,Facebook Leadgen Campaign Creative 2,active,505,16,20.16,1,2025-10-09T00:39:00Z
326,10,5,2025-10-10,Facebook Leadgen Campaign Creative 2,active,3482,111,89.46,8,2025-10-10T21:34:00Z
327,10,5,2025-10-11,Facebook Leadgen Campaign Creative 2,active,3674,42,65.58,3,2025-10-11T04:39:00Z
328,10,5,2025-10-12,Facebook Leadgen Campaign Creative 2,active,2819,45,67.03,0,2025-10-12T16:42:00Z
329,10,5,2025-10-13,Facebook Leadgen Campaign Creative 2,active,1046,6,11.97,0,2025-10-13T01:12:00Z
330,10,5,2025-10-14,Facebook Leadgen Campaign Creative 2,active,1376,30,17.04,1,2025-10-14T12:42:00Z
331,10,5,2025-10-15,Facebook Leadgen Campaign Creative 2,active,4513,105,167.18,2,2025-10-15T11:14:00Z
332,10,5,2025-10-16,Facebook Leadgen Campaign Creative 2,active,5463,164,69.25,15,2025-10-16T20:31:00Z
333,10,5,2025-10-17,Facebook Leadgen Campaign Creative 2,active,1155,24,35.67,0,2025-10-17T23:56:00Z
334,10,5,2025-10-18,Facebook Leadgen Campaign Creative 2,active,3907,131,229.28,0,2025-10-18T19:17:00Z
335,10,5,2025-10-19,Facebook Leadgen Campaign Creative 2,active,4833,31,16.11,0,2025-10-19T06:33:00Z
336,10,5,2025-10-20,Facebook Leadgen Campaign Creative 2,active,1295,11,8.72,0,2025-10-20T06:33:00Z
337,10,5,2025-10-21,Facebook Leadgen Campaign Creative 2,active,5881,80,117.04,1,2025-10-21T23:35:00Z
338,10,5,2025-10-22,Facebook Leadgen Campaign Creative 2,active,3901,121,206.02,6,2025-10-22T21:29:00Z
339,10,5,2025-10-23,Facebook Leadgen Campaign Creative 2,active,5949,118,68.08,9,2025-10-23T17:25:00Z
340,10,5,2025-10-24,Facebook Leadgen Campaign Creative 2,active,4634,77,51.51,7,2025-10-24T14:59:00Z
341,10,5,2025-10-25,Facebook Leadgen Campaign Creative 2,active,3386,123,164.22,12,2025-10-25T11:26:00Z
342,10,5,2025-10-26,Facebook Leadgen Campaign Creative 2,active,5687,114,186.27,6,2025-10-26T18:34:00Z
343,10,5,2025-10-27,Facebook Leadgen Campaign Creative 2,active,2252,40,53.42,2,2025-10-27T11:28:00Z
344,10,5,2025-10-28,Facebook Leadgen Campaign Creative 2,active,4165,160,64.05,0,2025-10-28T09:38:00Z
345,10,5,2025-10-29,Facebook Leadgen Campaign Creative 2,active,633,14,29.24,0,2025-10-29T09:14:00Z
346,10,5,2025-10-30,Facebook Leadgen Campaign Creative 2,active,2259,78,34.08,6,2025-10-30T22:52:00Z
347,10,5,2025-10-31,Facebook Leadgen Campaign Creative 2,active,2760,102,129.45,5,2025-10-31T18:09:00Z
348,10,5,2025-11-01,Facebook Leadgen Campaign Creative 2,active,1272,8,8.04,0,2025-11-01T11:56:00Z
349,11,6,2025-10-28,Facebook Leadgen Campaign Creative 1,active,5173,98,192.12,7,2025-10-28T23:20:00Z
350,11,6,2025-10-29,Facebook Leadgen Campaign Creative 1,active,4452,49,88.38,3,2025-10-29T18:52:00Z
351,11,6,2025-10-30,Facebook Leadgen Campaign Creative 1,active,1281,33,30.05,2,2025-10-30T18:24:00Z
352,11,6,2025-10-31,Facebook Leadgen Campaign Creative 1,active,1142,36,70.82,1,2025-10-31T13:26:00Z
353,11,6,2025-11-01,Facebook Leadgen Campaign Creative 1,active,1487,52,40.84,3,2025-11-01T19:59:00Z
354,11,6,2025-11-02,Facebook Leadgen Campaign Creative 1,active,593,16,23.6,0,2025-11-02T16:02:00Z
355,11,6,2025-11-03,Facebook Leadgen Campaign Creative 1,active,3115,74,48.42,3,2025-11-03T07:09:00Z
356,11,6,2025-11-04,Facebook Leadgen Campaign Creative 1,active,913,26,54.48,2,2025-11-04T19:36:00Z
357,11,6,2025-11-05,Facebook Leadgen Campaign Creative 1,active,4634,37,41.97,2,2025-11-05T04:08:00Z
358,11,6,2025-11-06,Facebook Leadgen Campaign Creative 1,active,3253,25,34.29,0,2025-11-06T12:16:00Z
359,11,6,2025-11-07,Facebook Leadgen Campaign Creative 1,active,1196,22,25.05,1,2025-11-07T04:30:00Z
360,11,6,2025-11-08,Facebook Leadgen Campaign Creative 1,active,5081,60,64.32,3,2025-11-08T17:39:00Z
361,11,6,2025-11-09,Facebook Leadgen Campaign Creative 1,active,4794,65,33.92,5,2025-11-09T10:43:00Z
362,11,6,2025-11-10,Facebook Leadgen Campaign Creative 1,active,5218,42,64.76,1,2025-11-10T11:12:00Z
363,11,6,2025-11-11,Facebook Leadgen Campaign Creative 1,active,3127,53,80.25,4,2025-11-11T05:22:00Z
364,11,6,2025-11-12,Facebook Leadgen Campaign Creative 1,active,5548,187,330.01,11,2025-11-12T14:02:00Z
365,11,6,2025-11-13,Facebook Leadgen Campaign Creative 1,active,2412,28,28.99,2,2025-11-13T02:07:00Z
366,11,6,2025-11-14,Facebook Leadgen Campaign Creative 1,active,946,12,17.47,0,2025-11-14T09:00:00Z
367,11,6,2025-11-15,Facebook Leadgen Campaign Creative 1,active,3312,96,56.56,4,2025-11-15T00:21:00Z
368,11,6,2025-11-16,Facebook Leadgen Campaign Creative 1,active,2212,68,51.69,3,2025-11-16T08:35:00Z
369,11,6,2025-11-17,Facebook Leadgen Campaign Creative 1,active,4456,119,248.34,8,2025-11-17T21:01:00Z
370,11,6,2025-11-18,Facebook Leadgen Campaign Creative 1,active,3585,91,139.05,0,2025-11-18T05:03:00Z
371,11,6,2025-11-19,Facebook Leadgen Campaign Creative 1,active,2826,33,52.28,0,2025-11-19T14:41:00Z
372,11,6,2025-11-20,Facebook Leadgen Campaign Creative 1,active,568,4,6.09,0,2025-11-20T21:23:00Z
373,11,6,2025-11-21,Facebook Leadgen Campaign Creative 1,active,1383,7,13.12,0,2025-11-21T07:24:00Z
374,11,6,2025-11-22,Facebook Leadgen Campaign Creative 1,active,4665,182,103.62,5,2025-11-22T19:34:00Z
375,11,6,2025-11-23,Facebook Leadgen Campaign Creative 1,active,1221,14,17.52,0,2025-11-23T22:01:00Z
376,12,6,2025-09-25,Facebook Leadgen Campaign Creative 2,active,4836,75,92.47,5,2025-09-25T00:22:00Z
377,12,6,2025-09-26,Facebook Leadgen Campaign Creative 2,active,3382,58,53.01,5,2025-09-26T16:17:00Z
378,12,6,2025-09-27,Facebook Leadgen Campaign Creative 2,active,1007,27,51.13,2,2025-09-27T00:35:00Z
379,12,6,2025-09-28,Facebook Leadgen Campaign Creative 2,active,2795,36,35.32,1,2025-09-28T04:05:00Z
380,12,6,2025-09-29,Facebook Leadgen Campaign Creative 2,active,3631,84,130.42,7,2025-09-29T21:14:00Z
381,12,6,2025-09-30,Facebook Leadgen Campaign Creative 2,active,3918,52,34.3,5,2025-09-30T19:21:00Z
382,12,6,2025-10-01,Facebook Leadgen Campaign Creative 2,active,4179,100,75.15,1,2025-10-01T17:43:00Z
383,12,6,2025-10-02,Facebook Leadgen Campaign Creative 2,active,2157,75,69.4,5,2025-10-02T16:58:00Z
384,12,6,2025-10-03,Facebook Leadgen Campaign Creative 2,active,1607,32,62.25,2,2025-10-03T20:59:00Z
385,12,6,2025-10-04,Facebook Leadgen Campaign Creative 2,active,5127,190,178.55,10,2025-10-04T23:07:00Z
386,12,6,2025-10-05,Facebook Leadgen Campaign Creative 2,active,2008,32,60.65,2,2025-10-05T10:56:00Z
387,12,6,2025-10-06,Facebook Leadgen Campaign Creative 2,active,3891,150,137.35,11,2025-10-06T20:59:00Z
388,12,6,2025-10-07,Facebook Leadgen Campaign Creative 2,active,2742,28,20.15,0,2025-10-07T00:48:00Z
389,12,6,2025-10-08,Facebook Leadgen Campaign Creative 2,active,5513,146,208.71,8,2025-10-08T19:14:00Z
390,12,6,2025-10-09,Facebook Leadgen Campaign Creative 2,active,2391,69,69.74,4,2025-10-09T15:08:00Z
391,12,6,2025-10-10,Facebook Leadgen Campaign Creative 2,active,4615,159,190.31,10,2025-10-10T05:54:00Z
392,12,6,2025-10-11,Facebook Leadgen Campaign Creative 2,active,3674,81,51.34,1,2025-10-11T01:26:00Z
393,12,6,2025-10-12,Facebook Leadgen Campaign Creative 2,active,622,23,46.35,0,2025-10-12T21:12:00Z
394,12,6,2025-10-13,Facebook Leadgen Campaign Creative 2,active,2175,15,29.64,1,2025-10-13T19:31:00Z
395,12,6,2025-10-14,Facebook Leadgen Campaign Creative 2,active,3161,111,211.89,4,2025-10-14T01:38:00Z
396,12,6,2025-10-15,Facebook Leadgen Campaign Creative 2,active,3616,109,116.64,10,2025-10-15T18:38:00Z
397,12,6,2025-10-16,Facebook Leadgen Campaign Creative 2,active,4892,114,215.33,8,2025-10-16T16:06:00Z
398,12,6,2025-10-17,Facebook Leadgen Campaign Creative 2,active,4199,88,166.51,7,2025-10-17T07:33:00Z
399,12,6,2025-10-18,Facebook Leadgen Campaign Creative 2,active,4906,92,151.78,5,2025-10-18T16:48:00Z
400,12,6,2025-10-19,Facebook Leadgen Campaign Creative 2,active,5666,219,158.28,9,2025-10-19T09:49:00Z
401,12,6,2025-10-20,Facebook Leadgen Campaign Creative 2,active,2842,60,67.09,3,2025-10-20T01:44:00Z
402,12,6,2025-10-21,Facebook Leadgen Campaign Creative 2,active,4735,173,205.54,11,2025-10-21T02:46:00Z
403,12,6,2025-10-22,Facebook Leadgen Campaign Creative 2,active,4601,41,70.68,3,2025-10-22T22:34:00Z
404,12,6,2025-10-23,Facebook Leadgen Campaign Creative 2,active,1608,30,28.5,0,2025-10-23T14:37:00Z
405,12,6,2025-10-24,Facebook Leadgen Campaign Creative 2,active,2154,77,42.6,2,2025-10-24T20:58:00Z
406,12,6,2025-10-25,Facebook Leadgen Campaign Creative 2,active,1843,55,33.55,0,2025-10-25T14:40:00Z
407,12,6,2025-10-26,Facebook Leadgen Campaign Creative 2,active,3473,27,43.26,1,2025-10-26T16:39:00Z
